district,C_TOT24,C_HSP24,C_NHS24,C_WHT24,C_BLA24,C_AMI24,C_ASI24,C_NHP24,C_2OM24,C_BLW24,C_AIW24,C_ASW24,C_AIB24,C_AIA24,C_ASN24,C_BLK24,CVAP_TOT24,CVAP_HSP24,CVAP_NHS24,CVAP_WHT24,CVAP_BLA24,CVAP_AMI24,CVAP_ASI24,CVAP_NHP24,CVAP_2OM24,CVAP_BLW24,CVAP_AIW24,CVAP_ASW24,CVAP_AIB24,CVAP_AIA24,CVAP_ASN24,CVAP_BLK24
11,115384,8810,106564,71319,28734,126,2976,16,231,2229,485,341,118,719,3330,31117,86800,4877,81919,55938,21792,116,2458,12,189,775,381,155,101,589,2620,22704
12,118878,10432,108398,77228,23952,34,3894,35,401,1343,430,1092,34,503,4976,25273,87191,5420,81749,59937,17509,26,2782,37,224,567,317,382,12,365,3165,18048
13,116185,5211,110986,86429,18084,122,1795,87,567,1736,939,1257,158,1217,3086,20011,88965,3078,85899,67599,14057,103,1381,74,317,873,749,870,127,975,2258,15046
14,110206,4764,105509,84885,16287,195,409,75,261,1771,1272,196,131,1587,608,18160,84839,2640,82269,67061,12493,182,304,34,256,738,956,100,91,1226,398,13310
15,114680,6001,108671,84131,18216,157,1679,9,360,2226,905,904,152,1226,2564,20604,89732,3661,86045,68001,13939,122,1420,5,214,991,751,495,128,1000,1912,15042
16,120412,10248,110165,87325,13466,49,5556,45,417,1537,629,1016,100,779,6573,15114,89129,6498,82634,67647,9558,53,3367,19,255,839,425,348,101,580,3716,10503
17,114649,4133,110487,59565,45486,861,629,23,344,1658,714,689,369,1946,1335,47510,89741,2473,87238,48702,35344,613,544,19,188,674,595,329,181,1395,873,36201
18,112098,4777,107351,82696,19884,76,1908,5,337,1102,628,701,42,744,2614,21023,86627,2562,84083,66080,14875,72,1451,0,232,483,433,397,47,553,1853,15405
19,107312,4914,102408,28060,70281,50,1247,90,667,1358,309,438,85,454,1710,71743,82927,3170,79768,24178,53213,55,797,94,426,680,300,187,86,439,987,53947
20,104836,5000,99836,75555,19199,55,1674,111,321,1677,567,780,27,652,2455,20908,87044,2962,84078,64863,15311,61,1428,109,166,1178,527,478,27,618,1905,16528
21,106312,5336,100887,39647,55857,79,1511,218,297,1781,514,351,631,1213,1865,58189,83563,3143,80370,33956,42546,77,1317,35,176,1016,390,170,520,982,1483,44056
22,110749,6575,104191,46725,50742,40,3208,9,686,1469,353,504,220,631,3693,52486,83375,3547,79823,36866,38324,37,2418,14,487,936,274,161,162,496,2580,39480
23,116942,8279,108620,84611,18036,111,1781,19,356,2284,876,549,31,1024,2322,20367,87339,3855,83423,67096,13305,120,1115,14,255,463,711,329,26,861,1441,13829
24,114305,5871,108424,75910,27632,176,983,43,171,1841,842,611,269,1293,1602,29741,91674,4204,87465,62933,21552,114,841,30,93,715,718,380,181,1017,1226,22423
25,112956,8257,104765,72735,27273,57,674,29,391,2134,698,467,185,935,1133,29557,87087,4363,82806,58403,21775,56,566,17,185,818,570,178,151,770,740,22726
26,102799,5781,97043,63725,27983,144,1910,12,525,1201,536,693,227,905,2599,29431,85119,3505,81652,55449,22014,92,1660,9,323,748,488,642,191,770,2300,22965
27,116400,4133,112296,78809,29358,180,310,4,412,2190,630,122,238,1032,432,31784,89989,2067,87945,63048,22853,133,285,9,210,604,471,77,168,752,362,23630
28,110765,5088,105473,89501,12470,217,1126,181,111,836,638,486,102,965,1587,13413,92630,3074,89437,77426,9587,162,929,183,104,401,576,221,47,786,1089,10012
29,109292,2111,107189,51182,50727,947,485,15,538,2009,844,163,381,2185,648,53110,85384,1379,84003,41493,39379,728,467,5,216,748,691,96,294,1728,563,40413
30,110322,2146,108164,50223,53934,776,309,0,306,1349,565,53,618,1944,376,55933,84115,1174,82948,40746,39356,592,227,19,80,986,419,39,454,1458,281,40788
31,103678,3562,100114,60664,35981,161,1474,30,155,840,490,318,20,677,1792,36840,79151,2060,77087,48314,26446,133,1030,27,58,531,377,157,37,550,1187,27013
32,105211,2782,102396,48070,51419,182,492,8,236,1207,294,105,88,563,619,52712,84106,1334,82760,39687,41184,145,311,8,154,600,245,93,89,482,411,41879
33,120404,8639,111795,87558,18610,161,1528,17,426,1886,814,508,101,1075,2019,20559,98171,4591,93522,75443,13964,140,1252,23,354,1181,680,263,65,889,1548,15230
34,123802,6865,117083,106932,5432,238,1078,66,413,1240,797,997,24,1061,2081,6697,106085,4169,102048,94201,4649,129,956,61,294,431,723,642,34,883,1604,5119
35,117361,8376,108924,58060,44491,220,1816,89,672,2112,755,426,323,1289,2239,46971,91079,5788,85262,46983,33629,161,1545,106,449,1186,700,288,348,1199,1839,35181
36,103853,3184,100727,48044,48515,112,1073,127,207,1583,603,297,96,795,1375,50151,81862,1625,80277,39930,37778,106,719,132,92,760,445,155,41,587,871,38555
37,108727,5399,103371,75294,22500,283,1595,47,252,1726,548,779,14,847,2356,24289,81673,3656,78021,58183,16552,209,1448,44,130,582,436,391,12,660,1829,17137
38,108953,6634,102321,72070,23594,114,1761,23,559,1783,897,873,681,1681,2637,26053,80851,4054,76798,56143,16651,105,1462,25,356,609,701,378,392,1190,1835,17641
39,112759,7599,105111,58231,40530,364,1746,25,813,1799,838,646,298,1537,2382,42465,86583,4434,82119,45854,32288,252,1270,30,314,788,710,388,276,1262,1648,33381
40,104068,3553,100490,46885,50298,184,515,45,589,972,696,152,220,1097,667,51475,81158,1392,79722,38206,39344,123,440,64,383,348,552,84,232,906,524,39913
41,104879,6932,97947,68830,23687,342,1649,17,364,1647,492,1000,147,972,2654,25470,82138,3757,78380,57128,17703,314,1339,14,254,840,408,394,51,764,1743,18597
42,103886,8753,95197,39269,51260,122,2060,29,433,1189,415,406,162,702,2456,52607,81933,4440,77553,34069,39732,80,1727,28,306,898,354,365,156,595,2084,40790
43,116322,4954,111421,93105,14389,53,1224,46,227,1014,565,483,59,678,1706,15452,94550,3614,91015,77080,11200,50,999,30,130,579,490,271,51,589,1273,11809
44,105688,6659,99041,76705,16599,157,2533,91,577,1252,641,706,178,954,3263,18145,82518,3787,78737,62419,12226,143,2143,94,252,461,505,511,149,779,2671,12808
45,105994,7140,98792,48360,46155,106,428,17,707,1250,829,424,83,1025,856,47517,82602,3682,78865,40024,35873,80,361,10,406,724,696,287,75,856,652,36697
46,111284,11577,99730,89531,7522,21,844,5,147,555,254,740,215,491,1586,8289,94084,6358,87728,80124,5728,20,722,4,84,374,217,432,116,353,1154,6217
