district,C_TOT24,C_HSP24,C_NHS24,C_WHT24,C_BLA24,C_AMI24,C_ASI24,C_NHP24,C_2OM24,C_BLW24,C_AIW24,C_ASW24,C_AIB24,C_AIA24,C_ASN24,C_BLK24,CVAP_TOT24,CVAP_HSP24,CVAP_NHS24,CVAP_WHT24,CVAP_BLA24,CVAP_AMI24,CVAP_ASI24,CVAP_NHP24,CVAP_2OM24,CVAP_BLW24,CVAP_AIW24,CVAP_ASW24,CVAP_AIB24,CVAP_AIA24,CVAP_ASN24,CVAP_BLK24
1,42347,1848,40523,37612,509,63,309,29,168,439,1150,246,0,1204,554,972,34366,912,33465,31369,453,66,201,24,135,168,880,160,4,944,361,620
2,40400,1567,38816,33579,3734,233,249,1,9,372,557,0,61,859,249,4145,32594,1063,31531,27682,2824,185,226,1,14,82,440,4,53,682,230,2966
3,40393,1529,38866,33210,3024,23,735,9,136,1106,117,518,24,163,1253,4157,34975,1296,33681,29238,2772,22,563,0,127,510,103,357,21,146,921,3308
4,43946,1285,42577,39624,1602,33,276,23,90,520,256,191,0,288,467,2099,33891,608,33251,31247,1181,46,225,30,55,134,191,160,4,242,383,1314
5,42816,4114,38866,33180,4098,111,222,104,150,669,186,117,31,330,334,4808,32931,1675,31358,26988,3347,113,206,4,159,330,165,59,18,296,254,3696
6,43780,1327,42442,36130,3459,629,555,3,298,307,671,308,14,1293,864,3801,33927,916,33003,28688,2571,446,317,5,97,192,377,184,14,831,493,2781
7,39579,876,38731,30057,6829,127,97,17,65,705,736,31,39,896,130,7568,29728,471,29250,23037,5199,96,89,19,58,225,501,23,8,592,112,5423
8,40212,1333,38868,29787,7523,69,181,1,162,512,559,86,4,662,264,8000,31911,819,31105,24338,5758,47,121,10,161,163,454,73,5,526,191,5907
9,42257,1895,40262,31455,6199,36,487,0,73,454,1248,104,217,1505,564,6868,32684,1055,31606,25291,4682,27,242,7,21,263,914,60,155,1101,288,5109
10,41623,3100,38583,31953,4346,292,612,5,6,308,884,125,22,1209,774,4635,31835,1435,30394,25542,3252,278,503,0,4,108,549,119,4,854,655,3378
11,40613,1225,39402,29604,8392,62,118,0,34,839,372,39,11,453,162,9266,32193,671,31527,24084,6612,41,128,4,19,313,315,30,5,373,166,6950
12,39134,2766,36395,16580,18987,34,46,12,3,166,147,85,61,240,129,19208,31074,1107,29991,14713,14758,10,43,17,9,69,151,42,64,232,84,14884
13,40151,1223,38904,31091,6819,4,354,2,28,327,178,322,70,254,678,7207,31602,785,30797,25108,4968,0,288,0,32,89,142,216,75,210,505,5131
14,40240,1759,38471,27271,9984,31,105,11,140,626,216,65,23,267,171,10649,31196,638,30557,21858,8198,43,94,10,100,86,179,9,22,242,101,8315
15,39131,5174,33864,16784,13738,18,1399,4,317,1168,187,246,39,244,1639,14947,29814,2801,26932,14485,10004,22,1315,0,179,499,171,223,35,229,1534,10542
16,42565,3293,39368,29394,7617,50,356,21,92,999,231,373,60,338,734,8698,30908,2007,28953,22274,5307,21,244,15,62,453,201,215,56,264,452,5818
17,45097,1955,43166,38222,2718,70,389,6,67,414,1199,86,6,1266,481,3133,34612,940,33703,30526,1752,52,267,10,31,94,926,49,0,972,320,1844
18,43026,3309,39733,32956,4657,61,589,0,161,349,907,108,24,967,691,5042,33340,2290,31048,26523,3059,53,513,10,129,138,593,51,21,639,550,3217
19,37138,4968,31986,25189,4770,89,542,0,4,1165,621,326,0,677,865,5965,29938,2682,27101,21791,3906,57,498,5,5,521,589,198,4,630,705,4390
20,41222,4240,37092,30348,4026,24,1131,22,117,487,491,239,23,589,1367,4544,31508,2169,29418,24221,3409,12,781,26,122,94,461,156,28,536,945,3539
21,42672,3459,39130,32489,2802,76,2172,35,218,441,350,574,23,442,2768,3232,31512,2314,29127,24312,2063,76,1791,37,199,249,248,222,0,319,2025,2281
22,40866,2185,38643,33340,2312,168,1072,13,204,671,509,418,20,682,1489,3035,32475,1506,30957,27043,1857,134,799,10,30,384,428,238,14,578,1045,2297
23,36437,3634,32881,16195,13954,97,374,26,107,626,546,120,44,722,475,14637,29313,2005,27382,14455,11142,84,366,32,45,203,448,110,38,591,455,11391
24,42657,2990,39662,32235,5172,6,1026,19,109,464,503,208,16,529,1215,5629,34077,2075,31996,26444,4166,7,800,21,78,137,247,184,9,266,942,4298
25,38227,5304,32938,13107,16802,49,297,0,97,1461,400,246,149,597,567,18427,27729,2137,25572,11161,12835,41,213,0,96,318,394,158,157,571,383,13301
26,43863,4127,39780,30011,5889,27,1890,40,223,1005,248,435,0,274,2327,6916,30988,2540,28472,22698,3858,26,1100,14,63,456,147,98,0,170,1200,4333
27,43191,3394,39832,29654,7539,108,609,7,203,718,622,416,5,718,1045,8254,33670,2251,31441,23850,5938,77,495,7,184,257,509,155,0,588,668,6211
