priority_tier,county,source_result_key,source_norm,pair_count,example_target_polygon_key,candidate_1,score_1,candidate_2,score_2,candidate_3,score_3,score_gap_1_2
manual_hard,Greenwood,Greenwood - Greenwood No. 1,GREENWOOD - GREENWOOD NO. 1,1,Greenwood - Loblolly Pines,Greenwood - Greenwood High,0.8302,Greenwood - Greenwood Mill,0.8302,Greenwood - Stonewood,0.7083,0.0000
manual_hard,Greenwood,Greenwood - Greenwood No. 2,GREENWOOD - GREENWOOD NO. 2,1,Greenwood - Bees Ferry,Greenwood - Greenwood High,0.8302,Greenwood - Greenwood Mill,0.8302,Greenwood - Stonewood,0.7083,0.0000
manual_hard,Greenwood,Greenwood - Greenwood No. 3,GREENWOOD - GREENWOOD NO. 3,1,Greenwood - Levis Knoll,Greenwood - Greenwood High,0.8302,Greenwood - Greenwood Mill,0.8302,Greenwood - Stonewood,0.7083,0.0000
manual_hard,Greenwood,Greenwood - Greenwood No. 4,GREENWOOD - GREENWOOD NO. 4,1,Greenwood - Grandiflora Glen,Greenwood - Greenwood High,0.8302,Greenwood - Greenwood Mill,0.8302,Greenwood - Stonewood,0.7083,0.0000
manual_hard,Greenwood,Greenwood - Greenwood No. 5,GREENWOOD - GREENWOOD NO. 5,1,Greenwood - Ashley River Run,Greenwood - Greenwood High,0.8302,Greenwood - Greenwood Mill,0.8302,Greenwood - Stonewood,0.7083,0.0000
manual_hard,Greenwood,Greenwood - Greenwood No. 7,GREENWOOD - GREENWOOD NO. 7,1,Greenwood - Fairhope Ferry,Greenwood - Greenwood High,0.8302,Greenwood - Greenwood Mill,0.8302,Greenwood - Stonewood,0.7083,0.0000
manual_hard,Greenwood,Greenwood - Greenwood No. 8,GREENWOOD - GREENWOOD NO. 8,1,Greenwood - Pebble Stone Way,Greenwood - Greenwood High,0.8302,Greenwood - Greenwood Mill,0.8302,Greenwood - Stonewood,0.7083,0.0000
manual_hard,Greenwood,Greenwood - Merrywood,GREENWOOD - MERRYWOOD,1,Greenwood - Parsons Mill,Greenwood - Stonewood,0.8095,Greenwood - Verdery,0.8000,Greenwood - Emerald,0.8000,0.0095
manual_hard,Greenwood,Greenwood - Rutherford Ford,GREENWOOD - RUTHERFORD FORD,1,Greenwood - Rutherford Shoals,Greenwood - Rutherford Shoals,0.8571,,,,,0.8571
manual_hard,Horry,Horry - 4 Mile,HORRY - 4 MILE,1,Horry - Four Mile,Horry - Four Mile,0.8387,Horry - Maple,0.8148,Horry - Leon,0.7692,0.0239
manual_hard,Horry,Horry - Bayboro,HORRY - BAYBORO,1,Horry - Bayboro-Gurley,Horry - Aynor,0.8571,Horry - Bayboro-Gurley,0.8108,Horry - Daisy,0.7143,0.0463
manual_hard,Horry,Horry - Floyds,HORRY - FLOYDS,1,Horry - Mt. Olive,Horry - Leon,0.7692,Horry - Horry,0.7407,Horry - Failsafe,0.7333,0.0285
manual_hard,Horry,Horry - Gurley,HORRY - GURLEY,1,Horry - Bayboro-Gurley,Horry - Bayboro-Gurley,0.7778,Horry - Four Mile,0.7742,Horry - Leon,0.7692,0.0036
manual_hard,Horry,Horry - Hickory Hill,HORRY - HICKORY HILL,1,Horry - Live Oak,Horry - Hickory Grove,0.7805,Horry - Poplar Hill,0.7692,Horry - Windy Hill #1,0.7500,0.0113
manual_hard,Horry,Horry - Jordanville,HORRY - JORDANVILLE,1,Horry - Cedar Grove,Horry - Toddville,0.8333,Horry - Four Mile,0.7222,Horry - Red Hill #1,0.7027,0.1111
manual_hard,Horry,Horry - Joyner Swamp,HORRY - JOYNER SWAMP,1,Horry - Methodist-Mill Swamp,Horry - Tilly Swamp,0.7692,Horry - Pawley'S Swamp,0.7317,Horry - Juniper Bay,0.7179,0.0375
manual_hard,Horry,Horry - Methodist Rehobeth,HORRY - METHODIST REHOBETH,1,Horry - Methodist-Mill Swamp,,,,,,,
manual_hard,Horry,Horry - Norton,HORRY - NORTON,1,Horry - Mt. Olive,Horry - Aynor,0.8148,Horry - North Conway #1,0.7778,Horry - North Conway #2,0.7778,0.0370
manual_hard,Horry,Horry - Spring Branch,HORRY - SPRING BRANCH,1,Horry - Mt. Olive,,,,,,,
manual_hard,Horry,Horry - Taylorsville,HORRY - TAYLORSVILLE,1,Horry - Pleasant View,Horry - Toddville,0.8108,Horry - Brooksville #1,0.7317,Horry - Brooksville #2,0.7317,0.0791
manual_hard,Jasper,Jasper - Emergency,JASPER - EMERGENCY,1,Jasper - Sun City,Jasper - Levy,0.7097,,,,,0.7097
manual_hard,Kershaw,Kershaw - E Camden-Hermitage,KERSHAW - E CAMDEN-HERMITAGE,1,Kershaw - E. Camden-Hermitage,,,,,,,
manual_hard,Lancaster,Lancaster - Belair,LANCASTER - BELAIR,1,Lancaster - Gold Hill,Lancaster - Elgin,0.8571,Lancaster - Osceola,0.8108,Lancaster - Mcilwain,0.7895,0.0463
manual_hard,Lancaster,Lancaster - Belair Ii,LANCASTER - BELAIR II,1,Lancaster - Black Horse Run,Lancaster - Elgin,0.7895,Lancaster - Osceola,0.7500,Lancaster - Mcilwain,0.7317,0.0395
manual_hard,Lancaster,Lancaster - Belair Number 2,LANCASTER - BELAIR NUMBER 2,1,Lancaster - Black Horse Run,Lancaster - Elgin,0.7273,,,,,0.7273
manual_hard,Lancaster,Lancaster - Goochs Cross Rds,LANCASTER - GOOCHS CROSS RDS,1,Lancaster - Goochs Cross Road,,,,,,,
manual_hard,Lancaster,Lancaster - Goochs Cross Roads,LANCASTER - GOOCHS CROSS ROADS,1,Lancaster - Goochs Cross Road,,,,,,,
manual_hard,Laurens,Laurens - Brewerton,LAURENS - BREWERTON,1,Laurens - Brewerton - Princeton,Laurens - Brewerton-Princeton,0.7917,Laurens - Greenpond,0.7895,Laurens - Waterloo,0.7568,0.0022
manual_hard,Laurens,Laurens - Emergency 2,LAURENS - EMERGENCY 2,1,Laurens - Laurens 2,Laurens - Laurens 2,0.7500,Laurens - Laurens 1,0.7000,Laurens - Laurens 3,0.7000,0.0500
manual_hard,Laurens,Laurens - Princeton,LAURENS - PRINCETON,1,Laurens - Brewerton - Princeton,Laurens - Brewerton-Princeton,0.7917,Laurens - Clinton 1,0.7895,Laurens - Clinton 2,0.7895,0.0022
manual_hard,Laurens,Laurens - Ward 3,LAURENS - WARD 3,1,Laurens - Laurens 3,Laurens - Laurens 3,0.8000,Laurens - Waterloo,0.7647,Laurens - Laurens 1,0.7429,0.0353
manual_hard,Lexington,Lexington - 7 Oaks,LEXINGTON - 7 OAKS,1,Lexington - Seven Oaks,Lexington - Seven Oaks,0.8500,Lexington - Oakwood,0.8108,Lexington - Red Bank,0.7895,0.0392
manual_hard,Newberry,Newberry - Midway,NEWBERRY - MIDWAY,1,Newberry - Little Mountain,Newberry - Pomaria,0.8000,Newberry - Maybinton,0.7568,Newberry - Peak,0.7500,0.0432
manual_hard,Oconee,Oconee - Emergency,OCONEE - EMERGENCY,1,Oconee - Westminster 1,Oconee - Keowee,0.7273,Oconee - Return,0.7273,Oconee - Ravenel,0.7059,0.0000
manual_hard,Pickens,Pickens - Park Street,PICKENS - PARK STREET,2,Pickens - Fruit Mountain,Pickens - Praters Creek,0.7727,Pickens - Pike,0.7429,Pickens - Rices Creek,0.7143,0.0298
manual_hard,Pickens,Pickens - Central I,PICKENS - CENTRAL I,1,Pickens - West Central,Pickens - West Central,0.8293,Pickens - North Central,0.8095,Pickens - South Central,0.8095,0.0198
manual_hard,Pickens,Pickens - Liberty I,PICKENS - LIBERTY I,1,Pickens - East Liberty,Pickens - West Liberty,0.8293,Pickens - East Liberty,0.8293,Pickens - North Liberty,0.8095,0.0000
manual_hard,Spartanburg,Spartanburg - Arrowood Baptist,SPARTANBURG - ARROWOOD BAPTIST,1,Spartanburg - Chesnee Elementary,Spartanburg - Croft Baptist,0.8421,Spartanburg - Lake Bowen Baptist,0.8065,Spartanburg - Eastside Baptist,0.8000,0.0356
manual_hard,Spartanburg,Spartanburg - Beaumont Methodist Church,SPARTANBURG - BEAUMONT METHODIST CHURCH,1,Spartanburg - Beaumont Methodist,Spartanburg - Ben Avon Methodist,0.8169,Spartanburg - Gramling Methodist,0.7606,Spartanburg - Landrum United Methodist,0.7532,0.0563
manual_hard,Spartanburg,Spartanburg - C C Woodson Center,SPARTANBURG - C C WOODSON CENTER,1,Spartanburg - C.C. Woodson Recreation,Spartanburg - C.C. Woodson Recreation,0.8116,Spartanburg - Woodruff Leisure Center,0.7536,Spartanburg - Converse,0.7037,0.0580
manual_hard,Spartanburg,Spartanburg - Canaan Baptist,SPARTANBURG - CANAAN BAPTIST,1,Spartanburg - Canaan,Spartanburg - Croft Baptist,0.8364,Spartanburg - Canaan,0.8333,Spartanburg - Cornerstone Baptist,0.8197,0.0031
manual_hard,Spartanburg,Spartanburg - Cherokee Springs,SPARTANBURG - CHEROKEE SPRINGS,1,Spartanburg - Cherokee Springs Fire Station,Spartanburg - Cherokee Springs Fire Station,0.8219,Spartanburg - Enoree River,0.7500,Spartanburg - Holly Springs Motlow,0.7500,0.0719
manual_hard,Spartanburg,Spartanburg - Cherokee Springs A,SPARTANBURG - CHEROKEE SPRINGS A,1,Spartanburg - Cherokee Springs Fire Station,Spartanburg - Cherokee Springs Fire Station,0.8533,Spartanburg - Holly Springs Baptist,0.7761,Spartanburg - Cooley Springs Baptist,0.7647,0.0772
manual_hard,Spartanburg,Spartanburg - Chesnee Senior Center,SPARTANBURG - CHESNEE SENIOR CENTER,1,Spartanburg - Chesnee Elementary,Spartanburg - Chesnee Elementary,0.8060,Spartanburg - Enoree River,0.7213,Spartanburg - Swofford Career Center,0.7042,0.0847
manual_hard,Spartanburg,Spartanburg - Cleveland Elementary Sch,SPARTANBURG - CLEVELAND ELEMENTARY SCH,1,Spartanburg - Cleveland Elementary,Spartanburg - Oakland Elementary,0.8286,Spartanburg - Lyman Elementary,0.8235,Spartanburg - Arcadia Elementary,0.8000,0.0051
manual_hard,Spartanburg,Spartanburg - Cleveland Elementary School,SPARTANBURG - CLEVELAND ELEMENTARY SCHOOL,1,Spartanburg - Cleveland Elementary,Spartanburg - Oakland Elementary,0.7945,Spartanburg - Lyman Elementary,0.7887,Spartanburg - Arcadia Elementary,0.7671,0.0058
manual_hard,Spartanburg,Spartanburg - Drayton Fire Station,SPARTANBURG - DRAYTON FIRE STATION,1,Spartanburg - Dayton Fire Station,Spartanburg - Startex Fire Station,0.8529,Spartanburg - Converse Fire Station,0.8406,Spartanburg - Pelham Fire Station,0.8358,0.0123
manual_hard,Spartanburg,Spartanburg - Friendship Baptist,SPARTANBURG - FRIENDSHIP BAPTIST,1,Spartanburg - D. R. Hill Middle School,Spartanburg - Mt. Moriah Baptist,0.7812,Spartanburg - Croft Baptist,0.7797,Spartanburg - Holly Springs Baptist,0.7761,0.0015
manual_hard,Spartanburg,Spartanburg - Gramling,SPARTANBURG - GRAMLING,1,Spartanburg - Gramling Methodist,Spartanburg - Rainbow,0.8372,Spartanburg - Gramling Methodist,0.8148,Spartanburg - Drayton,0.7907,0.0224
manual_hard,Spartanburg,Spartanburg - Inman Mills Baptist Church,SPARTANBURG - INMAN MILLS BAPTIST CHURCH,1,Spartanburg - Anderson Mill Baptist,Spartanburg - Anderson Mill Baptist,0.7733,Spartanburg - Mt. Moriah Baptist,0.7222,,,0.0511
manual_hard,Spartanburg,Spartanburg - Mountain View Baptist,SPARTANBURG - MOUNTAIN VIEW BAPTIST,1,Spartanburg - Carlisle Wesleyan,Spartanburg - Morningside Baptist,0.8529,Spartanburg - Cornerstone Baptist,0.7941,Spartanburg - Motlow Creek Baptist,0.7826,0.0588
manual_hard,Spartanburg,Spartanburg - Mt. Moriah,SPARTANBURG - MT. MORIAH,1,Spartanburg - Mt. Moriah Baptist,Spartanburg - Mt. Moriah Baptist,0.8571,Spartanburg - Cudd Memorial,0.7843,Spartanburg - Lyman,0.7442,0.0728
manual_hard,Spartanburg,Spartanburg - North Spartanburg Fire Station,SPARTANBURG - NORTH SPARTANBURG FIRE STATION,1,Spartanburg - Fairforest Elementary,Spartanburg - Poplar Springs Fire Station,0.8235,Spartanburg - Startex Fire Station,0.7949,Spartanburg - Cherokee Springs Fire Station,0.7816,0.0286
manual_hard,Spartanburg,Spartanburg - Pacolet Town Hall,SPARTANBURG - PACOLET TOWN HALL,1,Spartanburg - Pacolet Elementary,Spartanburg - Palmetto,0.7925,Spartanburg - Pacolet Elementary,0.7619,Spartanburg - Provisional,0.7143,0.0306
manual_hard,Spartanburg,Spartanburg - Park Hills Elementary Sch,SPARTANBURG - PARK HILLS ELEMENTARY SCH,1,Spartanburg - Park Hills Elementary,Spartanburg - Anderson Mill Elementary,0.8052,Spartanburg - Reidville Elementary,0.7945,Spartanburg - Arcadia Elementary,0.7887,0.0107
manual_hard,Spartanburg,Spartanburg - Pine Street Elementary School,SPARTANBURG - PINE STREET ELEMENTARY SCHOOL,1,Spartanburg - River Ridge Elementary,Spartanburg - River Ridge Elementary,0.7595,Spartanburg - West View Elementary,0.7532,Spartanburg - Pacolet Elementary,0.7467,0.0063
manual_hard,Spartanburg,Spartanburg - Poplar Springs A,SPARTANBURG - POPLAR SPRINGS A,1,Spartanburg - Poplar Springs Fire Station,Spartanburg - Poplar Springs Fire Station,0.8451,Spartanburg - Holly Springs Baptist,0.8000,Spartanburg - Cooley Springs Baptist,0.7879,0.0451
manual_hard,Spartanburg,Spartanburg - Powell Saxon Una Fire Station,SPARTANBURG - POWELL SAXON UNA FIRE STATION,1,Spartanburg - Powell Saxon Una,Spartanburg - Powell Saxon Una,0.8219,Spartanburg - Wellford Fire Station,0.8205,Spartanburg - Pelham Fire Station,0.8158,0.0014
manual_hard,Spartanburg,Spartanburg - Rebirth Missionary Baptist,SPARTANBURG - REBIRTH MISSIONARY BAPTIST,1,Spartanburg - Apalache Baptist,Spartanburg - Cornerstone Baptist,0.7671,Spartanburg - Mt. Moriah Baptist,0.7500,Spartanburg - Eastside Baptist,0.7429,0.0171
manual_hard,Spartanburg,Spartanburg - Reidville A,SPARTANBURG - REIDVILLE A,1,Spartanburg - Reidville Elementary,Spartanburg - Reidville Elementary,0.8475,Spartanburg - Reidville Fire Station,0.8197,Spartanburg - Valley Falls,0.7843,0.0278
manual_hard,Spartanburg,Spartanburg - Roebuck A,SPARTANBURG - ROEBUCK A,1,Spartanburg - Roebuck Elementary,Spartanburg - Roebuck Elementary,0.8364,Spartanburg - Roebuck Bethlehem,0.8148,Spartanburg - Hope,0.7805,0.0216
manual_hard,Spartanburg,Spartanburg - Roebuck B,SPARTANBURG - ROEBUCK B,1,Spartanburg - Roebuck Bethlehem,Spartanburg - Roebuck Bethlehem,0.8519,Spartanburg - Roebuck Elementary,0.8000,Spartanburg - Hope,0.7805,0.0519
manual_hard,Spartanburg,Spartanburg - Silverhill Methodist,SPARTANBURG - SILVERHILL METHODIST,1,Spartanburg - Victor Mill Methodist,Spartanburg - Victor Mill Methodist,0.8406,Spartanburg - Silverhill Memorial Umc,0.8169,Spartanburg - Trinity Methodist,0.8000,0.0237
manual_hard,Spartanburg,Spartanburg - Silverhill United Methodist,SPARTANBURG - SILVERHILL UNITED METHODIST,1,Spartanburg - Duncan United Methodist,Spartanburg - Landrum United Methodist,0.8354,Spartanburg - Duncan United Methodist,0.7949,Spartanburg - Trinity Methodist,0.7778,0.0405
manual_hard,Spartanburg,Spartanburg - T.W. Edwards Recreation Center,SPARTANBURG - T.W. EDWARDS RECREATION CENTER,1,Spartanburg - Pacolet Elementary,Spartanburg - C.C. Woodson Recreation,0.7654,Spartanburg - Woodland Heights Recreation Center,0.7391,,,0.0263
manual_hard,Spartanburg,Spartanburg - West View A,SPARTANBURG - WEST VIEW A,1,Spartanburg - West View Elementary,Spartanburg - West View Elementary,0.8475,Spartanburg - Cowpens,0.7391,Spartanburg - Chestnut Lake,0.7308,0.1084
manual_hard,Spartanburg,Spartanburg - Woodruff American Legion,SPARTANBURG - WOODRUFF AMERICAN LEGION,1,Spartanburg - Woodruff Elementary,,,,,,,
manual_hard,Spartanburg,Spartanburg - Woodruff Armory Drive Fire Station,SPARTANBURG - WOODRUFF ARMORY DRIVE FIRE STATION,1,Spartanburg - Woodruff Leisure Center,Spartanburg - Wellford Fire Station,0.7711,Spartanburg - Poplar Springs Fire Station,0.7416,Spartanburg - Cross Anchor Fire Station,0.7356,0.0295
manual_hard,Spartanburg,Spartanburg - Woodruff Town Hall,SPARTANBURG - WOODRUFF TOWN HALL,1,Spartanburg - Woodruff Elementary,Spartanburg - Drayton,0.7170,,,,,0.7170
manual_hard,Sumter,Sumter - Emergency 2,SUMTER - EMERGENCY 2,1,Sumter - Ebenezer 2,Sumter - Rembert,0.7222,Sumter - Ebenezer 2,0.7179,Sumter - Sumter High 2,0.7143,0.0043
manual_hard,Union,Union - Putman,UNION - PUTMAN,1,Union - Putnam,Union - Putnam,0.8571,Union - Kelton,0.7143,,,0.1428
manual_hard,York,York - Clover No. 1,YORK - CLOVER NO. 1,4,York - Bethel School,York - York No. 1,0.8333,York - Clover,0.8125,York - York No. 2,0.7778,0.0208
manual_hard,York,York - Clover No. 2,YORK - CLOVER NO. 2,3,York - Clover,York - York No. 2,0.8333,York - Clover,0.8125,York - York No. 1,0.7778,0.0208
