year,contest_type,county,source_result_key,target_polygon_key,score,status,confidence,notes
2024,president,,Beaufort - Sun City 4A,Beaufort - Sun City 3,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Beaufort - Sun City 4B,Beaufort - Sun City 5,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Berkeley - 52,Berkeley - Fifty-Two,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Berkeley - 78,Berkeley - Seventy Eight,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Berkeley - Boulder Bluff No. 1,Berkeley - Central,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Berkeley - Carnes Cross Road 1,Berkeley - Carnes Cross Roads 1,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Berkeley - Daniel Island,Berkeley - Daniel Island 1,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Berkeley - Devon Forest,Berkeley - Devon Forest 1,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Berkeley - Emergency,Berkeley - Medway,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Berkeley - Emergency 2,Berkeley - Macedonia 2,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Berkeley - Foster Creek,Berkeley - Foster Creek 3,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Berkeley - Goose Creek 1,Berkeley - Foster Creek 1,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Berkeley - Goose Creek 2,Berkeley - Foster Creek 2,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Berkeley - Goose Creek 3,Berkeley - Foster Creek 3,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Berkeley - Hilton Cross Road,Berkeley - Hilton Cross Rd,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Berkeley - Howe Hall,Berkeley - Howe Hall 1,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Berkeley - Macbeth,Berkeley - Mcbeth,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Berkeley - St. Stephen,Berkeley - St. Stephen 1,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Berkeley - Whitesville,Berkeley - Whitesville 1,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Calhoun - Murph Mill,Calhoun - Murph Hill,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Charleston - N. Charleston 10,Charleston - Charleston 10,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Charleston - N. Charleston 11,Charleston - Charleston 11,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Charleston - N. Charleston 12,Charleston - Charleston 12,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Charleston - N. Charleston 13,Charleston - Charleston 13,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Charleston - N. Charleston 14,Charleston - Charleston 14,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Charleston - N. Charleston 15,Charleston - Charleston 15,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Charleston - N. Charleston 16,Charleston - Charleston 16,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Charleston - N. Charleston 17,Charleston - Charleston 17,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Charleston - N. Charleston 19,Charleston - Charleston 19,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Charleston - N. Charleston 20,Charleston - Charleston 20,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Charleston - N. Charleston 21,Charleston - Charleston 21,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Charleston - N. Charleston 23,Charleston - North Charleston 23,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Charleston - N. Charleston 27,Charleston - North Charleston 27,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Charleston - N. Charleston 29,Charleston - North Charleston 29,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Charleston - N. Charleston 3,Charleston - Charleston 3,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Charleston - N. Charleston 4,Charleston - Charleston 4,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Charleston - N. Charleston 5,Charleston - Charleston 5,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Charleston - N. Charleston 6,Charleston - Charleston 6,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Charleston - N. Charleston 7,Charleston - Charleston 7,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Charleston - N. Charleston 9,Charleston - Charleston 9,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Charleston - Town Of Seabrook Island,Charleston - Town Of Seabrook,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Cherokee - 99 And Cherokee Falls,Cherokee - Ninety Nine And Cherokee Falls,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Cherokee - Blacksburg Ward No. 3,Cherokee - Blacksburg Ward No. 2,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Cherokee - Blacksburg Ward No. 4,Cherokee - Blacksburg Ward No. 2,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Cherokee - Central,Cherokee - Gaffney Ward No. 5,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Cherokee - Ezellsbutler,Cherokee - Ezells And Butler,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Cherokee - Littlejohns And Sarratt,Cherokee - Little John And Sarratts,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Cherokee - Musgrove,Cherokee - Musgrove Mill,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Chester - Great Falls 3,Chester - Great Falls,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Chester - Lando Lansford,Chester - Lando,1.0000,approved,medium,generated_from_legacy_split_mapping
2024,president,,Chester - Lando Lansford,Chester - Lando Lansford,1.0000,approved,medium,generated_from_legacy_split_mapping
2024,president,,Chester - Landolandsford,Chester - Lando Lansford,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Chester - Landsford,Chester - Lando Lansford,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Chesterfield - Angelus-Catarrh,Chesterfield - Angelus-Cararrh,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Chesterfield - Center Point,Chesterfield - Cheraw No. 4,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Chesterfield - Pageland,Chesterfield - Pageland No. 1,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Chesterfield - Snow Hill,Chesterfield - Snow Hill-Vaughn,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Clarendon - Sardinia-Gable,Clarendon - Sardina-Gable,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Clarendon - Wilson-Foreston,Clarendon - Wilson Foreston,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Colleton - Ashton,Colleton - Ashton-Lodge,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Colleton - Berea,Colleton - Berea-Smoaks,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Colleton - Hudsons Mill,Colleton - Hudson Mill,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Colleton - Lodge,Colleton - Ashton-Lodge,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Colleton - Peoples,Colleton - Peeples,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Colleton - Sidney,Colleton - Sidneys,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Colleton - Smoaks,Colleton - Berea-Smoaks,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Colleton - Walterboro No 1,Colleton - Peniel,1.0000,approved,medium,generated_from_legacy_split_mapping
2024,president,,Colleton - Walterboro No 1,Colleton - Walterboro No. 1,1.0000,approved,medium,generated_from_legacy_split_mapping
2024,president,,Colleton - Walterboro No 2,Colleton - Peeples,1.0000,approved,medium,generated_from_legacy_split_mapping
2024,president,,Colleton - Walterboro No 2,Colleton - Walterboro No. 2,1.0000,approved,medium,generated_from_legacy_split_mapping
2024,president,,Colleton - Walterboro No 2,Colleton - Walterboro No. 6,1.0000,approved,medium,generated_from_legacy_split_mapping
2024,president,,Colleton - Walterboro No 3,Colleton - Walterboro No. 3,1.0000,approved,medium,generated_from_legacy_split_mapping
2024,president,,Colleton - Walterboro No 3,Colleton - Walterboro No. 6,1.0000,approved,medium,generated_from_legacy_split_mapping
2024,president,,Colleton - Walterboro No 4,Colleton - Peeples,1.0000,approved,medium,generated_from_legacy_split_mapping
2024,president,,Colleton - Walterboro No 4,Colleton - Walterboro No. 4,1.0000,approved,medium,generated_from_legacy_split_mapping
2024,president,,Colleton - Walterboro No 4,Colleton - Walterboro No. 5,1.0000,approved,medium,generated_from_legacy_split_mapping
2024,president,,Darlington - Darlington No 1,Darlington - Darlington No. 1,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Darlington - Darlington No 2,Darlington - Darlington No. 2,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Darlington - Darlington No 3,Darlington - Darlington No. 3,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Darlington - Darlington No 4,Darlington - Darlington No. 4,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Darlington - Darlington No 5,Darlington - Darlington No. 5,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Darlington - Darlington No 6,Darlington - Darlington No. 6,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Darlington - Hartsville No 1,Darlington - Hartsville No. 1,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Darlington - Hartsville No 4,Darlington - Hartsville No. 4,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Darlington - Hartsville No 5,Darlington - Hartsville No. 5,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Darlington - Hartsville No 6,Darlington - Hartsville No. 6,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Darlington - Hartsville No 7,Darlington - Hartsville No. 7,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Darlington - Hartsville No 8,Darlington - Hartsville No. 8,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Darlington - Hartsville No 9,Darlington - Hartsville No. 9,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Dillon - Gaddys Mill,Dillon - Pleasant Hill,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Dorchester - 4 Hole,Dorchester - Four Hole,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Dorchester - Miles-Jamison,Dorchester - Milesjamison,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Dorchester - St. George No 1,Dorchester - St. George No. 1,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Dorchester - St. George No 2,Dorchester - St. George No. 2,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Edgefield - Kendall,Edgefield - Edgefield No. 2,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Edgefield - Trenton,Edgefield - Trenton No. 1,1.0000,approved,medium,generated_from_legacy_split_mapping
2024,president,,Edgefield - Trenton,Edgefield - Trenton No. 2,1.0000,approved,medium,generated_from_legacy_split_mapping
2024,president,,Fairfield - Gladde3N Grove,Fairfield - Garden Grove,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Florence - Coles Cr Roads,Florence - Coles Crossroads,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Florence - Coward No. 1,Florence - Cowards No. 1,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Florence - Coward No. 2,Florence - Cowards No. 2,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Florence - Emergency,Florence - Evergreen,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Florence - Emergency 1,Florence - Evergreen,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Florence - Florence 1,Florence - Florence Ward 1,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Florence - Florence 10,Florence - Florence Ward 10,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Florence - Florence 11,Florence - Florence Ward 11,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Florence - Florence 12,Florence - Florence Ward 12,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Florence - Florence 2,Florence - Florence Ward 2,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Florence - Florence 3,Florence - Florence Ward 3,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Florence - Florence 4,Florence - Florence Ward 4,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Florence - Florence 5,Florence - Florence Ward 5,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Florence - Florence 6,Florence - Florence Ward 6,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Florence - Florence 7,Florence - Florence Ward 7,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Florence - Florence 8,Florence - Florence Ward 8,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Florence - Florence 9,Florence - Florence Ward 9,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Florence - Florence No. 1,Florence - Florence Ward 1,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Florence - Florence No. 10,Florence - Florence Ward 10,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Florence - Florence No. 11,Florence - Florence Ward 11,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Florence - Florence No. 12,Florence - Florence Ward 12,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Florence - Florence No. 14,Florence - Florence Ward 14,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Florence - Florence No. 15,Florence - Florence Ward 15,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Florence - Florence No. 2,Florence - Florence Ward 2,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Florence - Florence No. 3,Florence - Florence Ward 3,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Florence - Florence No. 4,Florence - Florence Ward 4,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Florence - Florence No. 5,Florence - Florence Ward 5,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Florence - Florence No. 6,Florence - Florence Ward 6,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Florence - Florence No. 7,Florence - Florence Ward 7,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Florence - Florence No. 8,Florence - Florence Ward 8,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Florence - Florence No. 9,Florence - Florence Ward 9,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Florence - South Florence No. 1,Florence - South Florence 1,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Florence - South Florence No. 2,Florence - South Florence 2,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Florence - Timmonsville No. 1,Florence - Timmonsville 1,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Florence - Timmonsville No. 2,Florence - Timmonsville 2,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Florence - West Florence No. 1,Florence - West Florence 1,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Florence - West Florence No. 2,Florence - West Florence 2,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Georgetown - Cedar Creek,Georgetown - Lambert Town,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Georgetown - Dreamkeepers,Georgetown - Dream Keepers,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Georgetown - Emergency,Georgetown - Lambert Town,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Georgetown - Georgetown 1,Georgetown - Georgetown No. 1,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Georgetown - Georgetown No. 2-Dream Keepers,Georgetown - Dream Keepers,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Georgetown - Georgetown No. 2-Dreamkeepers,Georgetown - Dream Keepers,1.0000,approved,medium,generated_from_legacy_alias_mapping
2024,president,,Georgetown - Pawleys Isl 1,Georgetown - Pawleys Island No. 1,1.0000,approved,medium,generated_from_legacy_alias_mapping
