county,precinct,office,district,party,candidate,votes
ABBEVILLE,,STATE HOUSE,7,,Write-In,0
ABBEVILLE,,STATE SENATE,4,REP,Mike Gambrell,9188
ABBEVILLE,,STATE SENATE,4,,Write-In,62
ABBEVILLE,,STRAIGHT PARTY,,ALLIANCE,Alliance Party,3
ABBEVILLE,,STRAIGHT PARTY,,CON,Constitution Party,7
ABBEVILLE,,STRAIGHT PARTY,,DEM,Democratic Party,2048
ABBEVILLE,,STRAIGHT PARTY,,GRN,Green Party,6
ABBEVILLE,,STRAIGHT PARTY,,LIB,Libertarian Party,9
ABBEVILLE,,STRAIGHT PARTY,,REP,Republican Party,4171
ABBEVILLE,,STRAIGHT PARTY,,UNITEDCITIZE,United Citizens Party,23
ABBEVILLE,,STRAIGHT PARTY,,WORKERS,Workers Party,3
ABBEVILLE,,TOWN COUNCIL,Donalds,,Jana E. Burton,81
ABBEVILLE,,TOWN COUNCIL,Donalds,,Ronnie D. Vaughn,75
ABBEVILLE,,TOWN COUNCIL,Donalds,,Susan Powell,85
ABBEVILLE,,TOWN COUNCIL,Donalds,,Tisha Hill,92
ABBEVILLE,,TOWN COUNCIL,Donalds,,Write-In,4
ABBEVILLE,,TOWN COUNCIL,Ware Shoals,,Eli Morse,54
ABBEVILLE,,TOWN COUNCIL,Ware Shoals,,Kim Jensen,118
ABBEVILLE,,TOWN COUNCIL,Ware Shoals,,Patty F Walters,106
ABBEVILLE,,TOWN COUNCIL,Ware Shoals,,Valerie D. Jackson,114
ABBEVILLE,,TOWN COUNCIL,Ware Shoals,,Write-In,5
ABBEVILLE,,TOWN MAYOR,Donalds,,William O Scoggins Jr,103
ABBEVILLE,,TOWN MAYOR,Donalds,,Write-In,8
ABBEVILLE,,TOWN MAYOR,Ware Shoals,,Bryan Ross,178
ABBEVILLE,,TOWN MAYOR,Ware Shoals,,Write-In,4
ABBEVILLE,,U.S. HOUSE,3,DEM,Bryon L Best,3085
ABBEVILLE,,U.S. HOUSE,3,ALLIANCE,Mike Bedenbaugh,340
ABBEVILLE,,U.S. HOUSE,3,REP,Sheri Biggs,8273
ABBEVILLE,,U.S. HOUSE,3,,Write-In,16
ABBEVILLE,ABBEVILLE NO. 01,CITY COUNCIL,Abbeville {dt} 7,,Benjamin Greeson,287
ABBEVILLE,ABBEVILLE NO. 01,CITY COUNCIL,Abbeville {dt} 7,,Write-In,1
ABBEVILLE,ABBEVILLE NO. 01,CITY COUNCIL,Abbeville {dt} 8,,Matthew H. Gambrell,192
ABBEVILLE,ABBEVILLE NO. 01,CITY COUNCIL,Abbeville {dt} 8,,Write-In,2
ABBEVILLE,ABBEVILLE NO. 01,CITY MAYOR,Abbeville,,George Trey Edwards III,357
ABBEVILLE,ABBEVILLE NO. 01,CITY MAYOR,Abbeville,,Jason A. Edwards,134
ABBEVILLE,ABBEVILLE NO. 01,CITY MAYOR,Abbeville,,Spencer Sorrow,176
ABBEVILLE,ABBEVILLE NO. 01,CITY MAYOR,Abbeville,,Write-In,3
ABBEVILLE,ABBEVILLE NO. 01,CLERK OF COURT,,DEM,Shandal Boggs,818
ABBEVILLE,ABBEVILLE NO. 01,CLERK OF COURT,,,Write-In,13
ABBEVILLE,ABBEVILLE NO. 01,COUNTY CORONER,,REP,Brad Evans,1061
ABBEVILLE,ABBEVILLE NO. 01,COUNTY CORONER,,,Write-In,10
ABBEVILLE,ABBEVILLE NO. 01,COUNTY COUNCIL MEMBER,Abbeville {dt} 3,DEM,Charles H. Goodwin,433
ABBEVILLE,ABBEVILLE NO. 01,COUNTY COUNCIL MEMBER,Abbeville {dt} 3,,Write-In,11
ABBEVILLE,ABBEVILLE NO. 01,COUNTY COUNCIL MEMBER,Abbeville {dt} 4,REP,Billy Norris,579
ABBEVILLE,ABBEVILLE NO. 01,COUNTY COUNCIL MEMBER,Abbeville {dt} 4,,Write-In,8
ABBEVILLE,ABBEVILLE NO. 01,PRESIDENT,,LIB,Chase Oliver and Mike ter Maat,5
ABBEVILLE,ABBEVILLE NO. 01,PRESIDENT,,WORKERS,Claudia De La Cruz and Karina Garcia,3
ABBEVILLE,ABBEVILLE NO. 01,PRESIDENT,,UNITEDCITIZE,Cornel West and Melina Abdulla,4
ABBEVILLE,ABBEVILLE NO. 01,PRESIDENT,,REP,Donald J. Trump and JD Vance,923
ABBEVILLE,ABBEVILLE NO. 01,PRESIDENT,,GRN,Jill Stein and Rudolph Butch Ware,1
ABBEVILLE,ABBEVILLE NO. 01,PRESIDENT,,DEM,Kamala D. Harris and Tim Walz,354
ABBEVILLE,ABBEVILLE NO. 01,PRESIDENT,,CON,Randall A. Terry and Stephen E. Broden,2
ABBEVILLE,ABBEVILLE NO. 01,SCHOOL BOARD MEMBER,Abbeville County {dt} 2,,Joe Boochie Bryson,118
ABBEVILLE,ABBEVILLE NO. 01,SCHOOL BOARD MEMBER,Abbeville County {dt} 2,,Write-In,3
ABBEVILLE,ABBEVILLE NO. 01,SCHOOL BOARD MEMBER,Abbeville County {dt} 6,,Darren Gray,237
ABBEVILLE,ABBEVILLE NO. 01,SCHOOL BOARD MEMBER,Abbeville County {dt} 6,,Trey Moore,334
ABBEVILLE,ABBEVILLE NO. 01,SCHOOL BOARD MEMBER,Abbeville County {dt} 6,,Write-In,3
ABBEVILLE,ABBEVILLE NO. 01,SHERIFF,,REP,Ray Watson,1056
ABBEVILLE,ABBEVILLE NO. 01,SHERIFF,,,Write-In,11
ABBEVILLE,ABBEVILLE NO. 01,SOIL-WATER DISTRICT COMMISSIONER,,,Bonnie Haddon Cann,877
ABBEVILLE,ABBEVILLE NO. 01,SOIL-WATER DISTRICT COMMISSIONER,,,Write-In,8
ABBEVILLE,ABBEVILLE NO. 01,SOLICITOR,8,REP,David Stumbo,1036
ABBEVILLE,ABBEVILLE NO. 01,SOLICITOR,8,,Write-In,9
ABBEVILLE,ABBEVILLE NO. 01,STATE HOUSE,11,REP,Craig Gagnon,1041
ABBEVILLE,ABBEVILLE NO. 01,STATE HOUSE,11,,Write-In,10
ABBEVILLE,ABBEVILLE NO. 01,STATE SENATE,4,REP,Mike Gambrell,1034
ABBEVILLE,ABBEVILLE NO. 01,STATE SENATE,4,,Write-In,13
ABBEVILLE,ABBEVILLE NO. 01,STRAIGHT PARTY,,ALLIANCE,Alliance Party,0
ABBEVILLE,ABBEVILLE NO. 01,STRAIGHT PARTY,,CON,Constitution Party,2
ABBEVILLE,ABBEVILLE NO. 01,STRAIGHT PARTY,,DEM,Democratic Party,170
ABBEVILLE,ABBEVILLE NO. 01,STRAIGHT PARTY,,GRN,Green Party,0
ABBEVILLE,ABBEVILLE NO. 01,STRAIGHT PARTY,,LIB,Libertarian Party,1
ABBEVILLE,ABBEVILLE NO. 01,STRAIGHT PARTY,,REP,Republican Party,374
ABBEVILLE,ABBEVILLE NO. 01,STRAIGHT PARTY,,UNITEDCITIZE,United Citizens Party,3
ABBEVILLE,ABBEVILLE NO. 01,STRAIGHT PARTY,,WORKERS,Workers Party,0
ABBEVILLE,ABBEVILLE NO. 01,U.S. HOUSE,3,DEM,Bryon L Best,311
ABBEVILLE,ABBEVILLE NO. 01,U.S. HOUSE,3,ALLIANCE,Mike Bedenbaugh,78
ABBEVILLE,ABBEVILLE NO. 01,U.S. HOUSE,3,REP,Sheri Biggs,877
ABBEVILLE,ABBEVILLE NO. 01,U.S. HOUSE,3,,Write-In,3
ABBEVILLE,ABBEVILLE NO. 02,CITY COUNCIL,Abbeville {dt} 2,,Cassandra Sann Lomax,38
ABBEVILLE,ABBEVILLE NO. 02,CITY COUNCIL,Abbeville {dt} 2,,Ellen Earle Leverett,37
ABBEVILLE,ABBEVILLE NO. 02,CITY COUNCIL,Abbeville {dt} 2,,Faye Thomas,105
ABBEVILLE,ABBEVILLE NO. 02,CITY MAYOR,Abbeville,,George Trey Edwards III,337
ABBEVILLE,ABBEVILLE NO. 02,CITY MAYOR,Abbeville,,Jason A. Edwards,112
ABBEVILLE,ABBEVILLE NO. 02,CITY MAYOR,Abbeville,,Spencer Sorrow,67
ABBEVILLE,ABBEVILLE NO. 02,CITY MAYOR,Abbeville,,Write-In,2
ABBEVILLE,ABBEVILLE NO. 02,CLERK OF COURT,,DEM,Shandal Boggs,700
ABBEVILLE,ABBEVILLE NO. 02,CLERK OF COURT,,,Write-In,4
ABBEVILLE,ABBEVILLE NO. 02,COUNTY CORONER,,REP,Brad Evans,506
ABBEVILLE,ABBEVILLE NO. 02,COUNTY CORONER,,,Write-In,3
ABBEVILLE,ABBEVILLE NO. 02,COUNTY COUNCIL MEMBER,Abbeville {dt} 3,DEM,Charles H. Goodwin,663
ABBEVILLE,ABBEVILLE NO. 02,COUNTY COUNCIL MEMBER,Abbeville {dt} 3,,Write-In,5
ABBEVILLE,ABBEVILLE NO. 02,COUNTY COUNCIL MEMBER,Abbeville {dt} 4,REP,Billy Norris,83
ABBEVILLE,ABBEVILLE NO. 02,COUNTY COUNCIL MEMBER,Abbeville {dt} 4,,Write-In,0
ABBEVILLE,ABBEVILLE NO. 02,COUNTY COUNCIL MEMBER,Abbeville {dt} 5,REP,James P. McCord,7
ABBEVILLE,ABBEVILLE NO. 02,COUNTY COUNCIL MEMBER,Abbeville {dt} 5,,Write-In,0
ABBEVILLE,ABBEVILLE NO. 02,PRESIDENT,,LIB,Chase Oliver and Mike ter Maat,3
ABBEVILLE,ABBEVILLE NO. 02,PRESIDENT,,WORKERS,Claudia De La Cruz and Karina Garcia,2
ABBEVILLE,ABBEVILLE NO. 02,PRESIDENT,,UNITEDCITIZE,Cornel West and Melina Abdulla,3
ABBEVILLE,ABBEVILLE NO. 02,PRESIDENT,,REP,Donald J. Trump and JD Vance,341
ABBEVILLE,ABBEVILLE NO. 02,PRESIDENT,,GRN,Jill Stein and Rudolph Butch Ware,3
ABBEVILLE,ABBEVILLE NO. 02,PRESIDENT,,DEM,Kamala D. Harris and Tim Walz,554
ABBEVILLE,ABBEVILLE NO. 02,PRESIDENT,,CON,Randall A. Terry and Stephen E. Broden,1
ABBEVILLE,ABBEVILLE NO. 02,SCHOOL BOARD MEMBER,Abbeville County {dt} 2,,Joe Boochie Bryson,81
ABBEVILLE,ABBEVILLE NO. 02,SCHOOL BOARD MEMBER,Abbeville County {dt} 2,,Write-In,4
ABBEVILLE,ABBEVILLE NO. 02,SCHOOL BOARD MEMBER,Abbeville County {dt} 5,,Marion T. Johnson,168
ABBEVILLE,ABBEVILLE NO. 02,SCHOOL BOARD MEMBER,Abbeville County {dt} 5,,Write-In,3
ABBEVILLE,ABBEVILLE NO. 02,SHERIFF,,REP,Ray Watson,487
ABBEVILLE,ABBEVILLE NO. 02,SHERIFF,,,Write-In,6
ABBEVILLE,ABBEVILLE NO. 02,SOIL-WATER DISTRICT COMMISSIONER,,,Bonnie Haddon Cann,427
ABBEVILLE,ABBEVILLE NO. 02,SOIL-WATER DISTRICT COMMISSIONER,,,Write-In,2
ABBEVILLE,ABBEVILLE NO. 02,SOLICITOR,8,REP,David Stumbo,468
ABBEVILLE,ABBEVILLE NO. 02,SOLICITOR,8,,Write-In,2
ABBEVILLE,ABBEVILLE NO. 02,STATE HOUSE,11,REP,Craig Gagnon,466
ABBEVILLE,ABBEVILLE NO. 02,STATE HOUSE,11,,Write-In,3
ABBEVILLE,ABBEVILLE NO. 02,STATE SENATE,4,REP,Mike Gambrell,449
ABBEVILLE,ABBEVILLE NO. 02,STATE SENATE,4,,Write-In,5
ABBEVILLE,ABBEVILLE NO. 02,STRAIGHT PARTY,,ALLIANCE,Alliance Party,0
ABBEVILLE,ABBEVILLE NO. 02,STRAIGHT PARTY,,CON,Constitution Party,1
ABBEVILLE,ABBEVILLE NO. 02,STRAIGHT PARTY,,DEM,Democratic Party,325
ABBEVILLE,ABBEVILLE NO. 02,STRAIGHT PARTY,,GRN,Green Party,0
ABBEVILLE,ABBEVILLE NO. 02,STRAIGHT PARTY,,LIB,Libertarian Party,2
ABBEVILLE,ABBEVILLE NO. 02,STRAIGHT PARTY,,REP,Republican Party,164
ABBEVILLE,ABBEVILLE NO. 02,STRAIGHT PARTY,,UNITEDCITIZE,United Citizens Party,2
ABBEVILLE,ABBEVILLE NO. 02,STRAIGHT PARTY,,WORKERS,Workers Party,1
ABBEVILLE,ABBEVILLE NO. 02,U.S. HOUSE,3,DEM,Bryon L Best,493
ABBEVILLE,ABBEVILLE NO. 02,U.S. HOUSE,3,ALLIANCE,Mike Bedenbaugh,21
ABBEVILLE,ABBEVILLE NO. 02,U.S. HOUSE,3,REP,Sheri Biggs,354
ABBEVILLE,ABBEVILLE NO. 02,U.S. HOUSE,3,,Write-In,0
ABBEVILLE,ABBEVILLE NO. 03,CITY COUNCIL,Abbeville {dt} 5,,James JJ Jackson,92
ABBEVILLE,ABBEVILLE NO. 03,CITY COUNCIL,Abbeville {dt} 5,,Write-In,2
ABBEVILLE,ABBEVILLE NO. 03,CITY COUNCIL,Abbeville {dt} 8,,Matthew H. Gambrell,18
ABBEVILLE,ABBEVILLE NO. 03,CITY COUNCIL,Abbeville {dt} 8,,Write-In,0
ABBEVILLE,ABBEVILLE NO. 03,CITY MAYOR,Abbeville,,George Trey Edwards III,288
ABBEVILLE,ABBEVILLE NO. 03,CITY MAYOR,Abbeville,,Jason A. Edwards,130
ABBEVILLE,ABBEVILLE NO. 03,CITY MAYOR,Abbeville,,Spencer Sorrow,86
ABBEVILLE,ABBEVILLE NO. 03,CITY MAYOR,Abbeville,,Write-In,4
ABBEVILLE,ABBEVILLE NO. 03,CLERK OF COURT,,DEM,Shandal Boggs,581
ABBEVILLE,ABBEVILLE NO. 03,CLERK OF COURT,,,Write-In,10
ABBEVILLE,ABBEVILLE NO. 03,COUNTY CORONER,,REP,Brad Evans,613
ABBEVILLE,ABBEVILLE NO. 03,COUNTY CORONER,,,Write-In,9
ABBEVILLE,ABBEVILLE NO. 03,COUNTY COUNCIL MEMBER,Abbeville {dt} 4,REP,Billy Norris,420
ABBEVILLE,ABBEVILLE NO. 03,COUNTY COUNCIL MEMBER,Abbeville {dt} 4,,Write-In,5
ABBEVILLE,ABBEVILLE NO. 03,COUNTY COUNCIL MEMBER,Abbeville {dt} 5,REP,James P. McCord,31
ABBEVILLE,ABBEVILLE NO. 03,COUNTY COUNCIL MEMBER,Abbeville {dt} 5,,Write-In,1
ABBEVILLE,ABBEVILLE NO. 03,PRESIDENT,,LIB,Chase Oliver and Mike ter Maat,3
ABBEVILLE,ABBEVILLE NO. 03,PRESIDENT,,WORKERS,Claudia De La Cruz and Karina Garcia,0
ABBEVILLE,ABBEVILLE NO. 03,PRESIDENT,,UNITEDCITIZE,Cornel West and Melina Abdulla,2
ABBEVILLE,ABBEVILLE NO. 03,PRESIDENT,,REP,Donald J. Trump and JD Vance,515
ABBEVILLE,ABBEVILLE NO. 03,PRESIDENT,,GRN,Jill Stein and Rudolph Butch Ware,0
ABBEVILLE,ABBEVILLE NO. 03,PRESIDENT,,DEM,Kamala D. Harris and Tim Walz,375
ABBEVILLE,ABBEVILLE NO. 03,PRESIDENT,,CON,Randall A. Terry and Stephen E. Broden,4
ABBEVILLE,ABBEVILLE NO. 03,SCHOOL BOARD MEMBER,Abbeville County {dt} 5,,Marion T. Johnson,277
ABBEVILLE,ABBEVILLE NO. 03,SCHOOL BOARD MEMBER,Abbeville County {dt} 5,,Write-In,6
ABBEVILLE,ABBEVILLE NO. 03,SCHOOL BOARD MEMBER,Abbeville County {dt} 6,,Darren Gray,27
ABBEVILLE,ABBEVILLE NO. 03,SCHOOL BOARD MEMBER,Abbeville County {dt} 6,,Trey Moore,29
ABBEVILLE,ABBEVILLE NO. 03,SCHOOL BOARD MEMBER,Abbeville County {dt} 6,,Write-In,1
ABBEVILLE,ABBEVILLE NO. 03,SHERIFF,,REP,Ray Watson,620
ABBEVILLE,ABBEVILLE NO. 03,SHERIFF,,,Write-In,4
ABBEVILLE,ABBEVILLE NO. 03,SOIL-WATER DISTRICT COMMISSIONER,,,Bonnie Haddon Cann,512
ABBEVILLE,ABBEVILLE NO. 03,SOIL-WATER DISTRICT COMMISSIONER,,,Write-In,7
ABBEVILLE,ABBEVILLE NO. 03,SOLICITOR,8,REP,David Stumbo,600
ABBEVILLE,ABBEVILLE NO. 03,SOLICITOR,8,,Write-In,2
ABBEVILLE,ABBEVILLE NO. 03,STATE HOUSE,11,REP,Craig Gagnon,600
ABBEVILLE,ABBEVILLE NO. 03,STATE HOUSE,11,,Write-In,3
ABBEVILLE,ABBEVILLE NO. 03,STATE SENATE,4,REP,Mike Gambrell,589
ABBEVILLE,ABBEVILLE NO. 03,STATE SENATE,4,,Write-In,3
ABBEVILLE,ABBEVILLE NO. 03,STRAIGHT PARTY,,ALLIANCE,Alliance Party,0
ABBEVILLE,ABBEVILLE NO. 03,STRAIGHT PARTY,,CON,Constitution Party,1
ABBEVILLE,ABBEVILLE NO. 03,STRAIGHT PARTY,,DEM,Democratic Party,238
ABBEVILLE,ABBEVILLE NO. 03,STRAIGHT PARTY,,GRN,Green Party,0
ABBEVILLE,ABBEVILLE NO. 03,STRAIGHT PARTY,,LIB,Libertarian Party,1
ABBEVILLE,ABBEVILLE NO. 03,STRAIGHT PARTY,,REP,Republican Party,218
ABBEVILLE,ABBEVILLE NO. 03,STRAIGHT PARTY,,UNITEDCITIZE,United Citizens Party,2
ABBEVILLE,ABBEVILLE NO. 03,STRAIGHT PARTY,,WORKERS,Workers Party,0
ABBEVILLE,ABBEVILLE NO. 03,U.S. HOUSE,3,DEM,Bryon L Best,331
ABBEVILLE,ABBEVILLE NO. 03,U.S. HOUSE,3,ALLIANCE,Mike Bedenbaugh,29
ABBEVILLE,ABBEVILLE NO. 03,U.S. HOUSE,3,REP,Sheri Biggs,498
ABBEVILLE,ABBEVILLE NO. 03,U.S. HOUSE,3,,Write-In,1
ABBEVILLE,ABBEVILLE NO. 04,CITY COUNCIL,Abbeville {dt} 5,,James JJ Jackson,56
ABBEVILLE,ABBEVILLE NO. 04,CITY COUNCIL,Abbeville {dt} 5,,Write-In,0
ABBEVILLE,ABBEVILLE NO. 04,CITY COUNCIL,Abbeville {dt} 8,,Matthew H. Gambrell,53
ABBEVILLE,ABBEVILLE NO. 04,CITY COUNCIL,Abbeville {dt} 8,,Write-In,0
ABBEVILLE,ABBEVILLE NO. 04,CITY MAYOR,Abbeville,,George Trey Edwards III,75
ABBEVILLE,ABBEVILLE NO. 04,CITY MAYOR,Abbeville,,Jason A. Edwards,23
ABBEVILLE,ABBEVILLE NO. 04,CITY MAYOR,Abbeville,,Spencer Sorrow,27
ABBEVILLE,ABBEVILLE NO. 04,CITY MAYOR,Abbeville,,Write-In,0
ABBEVILLE,ABBEVILLE NO. 04,CLERK OF COURT,,DEM,Shandal Boggs,371
ABBEVILLE,ABBEVILLE NO. 04,CLERK OF COURT,,,Write-In,8
ABBEVILLE,ABBEVILLE NO. 04,COUNTY CORONER,,REP,Brad Evans,466
ABBEVILLE,ABBEVILLE NO. 04,COUNTY CORONER,,,Write-In,6
ABBEVILLE,ABBEVILLE NO. 04,COUNTY COUNCIL MEMBER,Abbeville {dt} 4,REP,Billy Norris,306
ABBEVILLE,ABBEVILLE NO. 04,COUNTY COUNCIL MEMBER,Abbeville {dt} 4,,Write-In,1
ABBEVILLE,ABBEVILLE NO. 04,COUNTY COUNCIL MEMBER,Abbeville {dt} 6,REP,Trent Taylor,69
ABBEVILLE,ABBEVILLE NO. 04,COUNTY COUNCIL MEMBER,Abbeville {dt} 6,,Write-In,1
ABBEVILLE,ABBEVILLE NO. 04,PRESIDENT,,LIB,Chase Oliver and Mike ter Maat,2
ABBEVILLE,ABBEVILLE NO. 04,PRESIDENT,,WORKERS,Claudia De La Cruz and Karina Garcia,1
ABBEVILLE,ABBEVILLE NO. 04,PRESIDENT,,UNITEDCITIZE,Cornel West and Melina Abdulla,2
ABBEVILLE,ABBEVILLE NO. 04,PRESIDENT,,REP,Donald J. Trump and JD Vance,416
ABBEVILLE,ABBEVILLE NO. 04,PRESIDENT,,GRN,Jill Stein and Rudolph Butch Ware,0
ABBEVILLE,ABBEVILLE NO. 04,PRESIDENT,,DEM,Kamala D. Harris and Tim Walz,191
ABBEVILLE,ABBEVILLE NO. 04,PRESIDENT,,CON,Randall A. Terry and Stephen E. Broden,3
ABBEVILLE,ABBEVILLE NO. 04,SCHOOL BOARD MEMBER,Abbeville County {dt} 5,,Marion T. Johnson,84
ABBEVILLE,ABBEVILLE NO. 04,SCHOOL BOARD MEMBER,Abbeville County {dt} 5,,Write-In,1
ABBEVILLE,ABBEVILLE NO. 04,SCHOOL BOARD MEMBER,Abbeville County {dt} 6,,Darren Gray,137
ABBEVILLE,ABBEVILLE NO. 04,SCHOOL BOARD MEMBER,Abbeville County {dt} 6,,Trey Moore,135
ABBEVILLE,ABBEVILLE NO. 04,SCHOOL BOARD MEMBER,Abbeville County {dt} 6,,Write-In,1
ABBEVILLE,ABBEVILLE NO. 04,SHERIFF,,REP,Ray Watson,475
ABBEVILLE,ABBEVILLE NO. 04,SHERIFF,,,Write-In,7
ABBEVILLE,ABBEVILLE NO. 04,SOIL-WATER DISTRICT COMMISSIONER,,,Bonnie Haddon Cann,395
ABBEVILLE,ABBEVILLE NO. 04,SOIL-WATER DISTRICT COMMISSIONER,,,Write-In,7
ABBEVILLE,ABBEVILLE NO. 04,SOLICITOR,8,REP,David Stumbo,471
ABBEVILLE,ABBEVILLE NO. 04,SOLICITOR,8,,Write-In,3
ABBEVILLE,ABBEVILLE NO. 04,STATE HOUSE,11,REP,Craig Gagnon,465
ABBEVILLE,ABBEVILLE NO. 04,STATE HOUSE,11,,Write-In,3
ABBEVILLE,ABBEVILLE NO. 04,STATE SENATE,4,REP,Mike Gambrell,463
ABBEVILLE,ABBEVILLE NO. 04,STATE SENATE,4,,Write-In,3
ABBEVILLE,ABBEVILLE NO. 04,STRAIGHT PARTY,,ALLIANCE,Alliance Party,1
ABBEVILLE,ABBEVILLE NO. 04,STRAIGHT PARTY,,CON,Constitution Party,0
ABBEVILLE,ABBEVILLE NO. 04,STRAIGHT PARTY,,DEM,Democratic Party,122
ABBEVILLE,ABBEVILLE NO. 04,STRAIGHT PARTY,,GRN,Green Party,0
ABBEVILLE,ABBEVILLE NO. 04,STRAIGHT PARTY,,LIB,Libertarian Party,0
ABBEVILLE,ABBEVILLE NO. 04,STRAIGHT PARTY,,REP,Republican Party,181
ABBEVILLE,ABBEVILLE NO. 04,STRAIGHT PARTY,,UNITEDCITIZE,United Citizens Party,2
ABBEVILLE,ABBEVILLE NO. 04,STRAIGHT PARTY,,WORKERS,Workers Party,0
ABBEVILLE,ABBEVILLE NO. 04,U.S. HOUSE,3,DEM,Bryon L Best,182
ABBEVILLE,ABBEVILLE NO. 04,U.S. HOUSE,3,ALLIANCE,Mike Bedenbaugh,19
ABBEVILLE,ABBEVILLE NO. 04,U.S. HOUSE,3,REP,Sheri Biggs,400
ABBEVILLE,ABBEVILLE NO. 04,U.S. HOUSE,3,,Write-In,4
ABBEVILLE,ANTREVILLE,CLERK OF COURT,,DEM,Shandal Boggs,431
ABBEVILLE,ANTREVILLE,CLERK OF COURT,,,Write-In,19
ABBEVILLE,ANTREVILLE,COUNTY CORONER,,REP,Brad Evans,862
ABBEVILLE,ANTREVILLE,COUNTY CORONER,,,Write-In,5
ABBEVILLE,ANTREVILLE,COUNTY COUNCIL MEMBER,Abbeville {dt} 6,REP,Trent Taylor,574
ABBEVILLE,ANTREVILLE,COUNTY COUNCIL MEMBER,Abbeville {dt} 6,,Write-In,6
