precinct_id,cvap_18plus,hispanic_cvap,non_hispanic_cvap,white_cvap,black_cvap,asian_cvap,native_cvap,pacific_cvap,multiracial_cvap,white_cvap_pct,black_cvap_pct,hispanic_cvap_pct,asian_cvap_pct,native_cvap_pct,pacific_cvap_pct,multiracial_cvap_pct
DARLINGTON - SWIFT CREEK,906,41,881,668,201,0,0,0,8,73.73,22.19,4.53,0.00,0.00,0.00,0.88
DILLON - BERMUDA,264,2,263,141,112,0,14,0,0,53.41,42.42,0.76,0.00,5.30,0.00,0.00
DILLON - CAROLINA,475,0,478,158,177,0,130,0,0,33.26,37.26,0.00,0.00,27.37,0.00,0.00
DILLON - EAST DILLON,2196,8,2188,1637,434,0,32,0,0,74.54,19.76,0.36,0.00,1.46,0.00,0.00
DILLON - FLOYDALE,937,0,935,806,114,0,0,0,0,86.02,12.17,0.00,0.00,0.00,0.00,0.00
DILLON - FORK,496,14,480,404,70,0,0,0,0,81.45,14.11,2.82,0.00,0.00,0.00,0.00
DILLON - HAMER,1037,24,1012,498,461,0,0,0,0,48.02,44.46,2.31,0.00,0.00,0.00,0.00
DILLON - KEMPER,668,31,639,448,175,0,0,0,11,67.07,26.20,4.64,0.00,0.00,0.00,1.65
DILLON - LAKE VIEW,1241,0,1239,776,457,8,7,0,0,62.53,36.83,0.00,0.64,0.56,0.00,0.00
DILLON - LATTA,2910,4,2909,1234,1630,0,0,0,0,42.41,56.01,0.14,0.00,0.00,0.00,0.00
DILLON - LITTLE ROCK,489,18,469,311,137,0,0,0,6,63.60,28.02,3.68,0.00,0.00,0.00,1.23
DILLON - MANNING,512,0,475,245,212,0,21,0,0,47.85,41.41,0.00,0.00,4.10,0.00,0.00
DILLON - MINTURN,248,0,246,125,90,0,35,0,0,50.40,36.29,0.00,0.00,14.11,0.00,0.00
DILLON - MT. CALVARY,2108,0,2108,807,1138,0,0,0,0,38.28,53.98,0.00,0.00,0.00,0.00,0.00
DILLON - NEW HOLLY,211,0,212,159,64,0,1,0,0,75.36,30.33,0.00,0.00,0.47,0.00,0.00
DILLON - OAK GROVE,910,24,887,577,218,0,83,0,0,63.41,23.96,2.64,0.00,9.12,0.00,0.00
DILLON - OAKLAND,1147,13,1134,494,511,0,76,0,0,43.07,44.55,1.13,0.00,6.63,0.00,0.00
DILLON - PLEASANT HILL,462,11,451,265,157,0,3,0,0,57.36,33.98,2.38,0.00,0.65,0.00,0.00
DILLON - SOUTH DILLON,1789,100,1724,243,1371,0,24,0,0,13.58,76.63,5.59,0.00,1.34,0.00,0.00
DILLON - WEST DILLON,2427,11,2418,520,1786,0,23,0,0,21.43,73.59,0.45,0.00,0.95,0.00,0.00
DORCHESTER - ARCHDALE,1836,2,1837,819,983,20,0,0,0,44.61,53.54,0.11,1.09,0.00,0.00,0.00
DORCHESTER - ARCHDALE 2,1632,40,1589,862,597,62,0,0,0,52.82,36.58,2.45,3.80,0.00,0.00,0.00
DORCHESTER - ASHBOROUGH EAST,1322,169,1172,720,377,35,0,0,0,54.46,28.52,12.78,2.65,0.00,0.00,0.00
DORCHESTER - ASHBOROUGH EAST 2,665,20,626,564,25,22,0,0,0,84.81,3.76,3.01,3.31,0.00,0.00,0.00
DORCHESTER - ASHBOROUGH WEST,687,44,644,474,113,23,0,0,8,69.00,16.45,6.40,3.35,0.00,0.00,1.16
DORCHESTER - ASHBOROUGH WEST 2,1248,40,1201,984,81,62,0,0,18,78.85,6.49,3.21,4.97,0.00,0.00,1.44
DORCHESTER - ASHLEY RIVER,2600,180,2421,1469,919,2,0,0,19,56.50,35.35,6.92,0.08,0.00,0.00,0.73
DORCHESTER - BACONS BRIDGE,3234,205,3029,2021,984,13,0,0,0,62.49,30.43,6.34,0.40,0.00,0.00,0.00
DORCHESTER - BACONS BRIDGE 2,962,93,869,720,123,7,0,0,0,74.84,12.79,9.67,0.73,0.00,0.00,0.00
DORCHESTER - BEECH HILL,2032,39,1993,1813,132,26,20,0,1,89.22,6.50,1.92,1.28,0.98,0.00,0.05
DORCHESTER - BEECH HILL 2,1734,29,1706,1543,106,32,6,0,4,88.99,6.11,1.67,1.85,0.35,0.00,0.23
DORCHESTER - BRANDYMILL,685,11,677,539,80,34,0,0,17,78.69,11.68,1.61,4.96,0.00,0.00,2.48
DORCHESTER - BRANDYMILL 2,1782,16,1769,1016,656,83,0,0,4,57.01,36.81,0.90,4.66,0.00,0.00,0.22
DORCHESTER - BRIARWOOD,1643,88,1583,928,627,41,0,0,0,56.48,38.16,5.36,2.50,0.00,0.00,0.00
DORCHESTER - BRIARWOOD 2,1256,0,1232,530,610,14,0,0,0,42.20,48.57,0.00,1.11,0.00,0.00,0.00
DORCHESTER - BRIARWOOD 3,745,61,680,584,39,69,0,0,0,78.39,5.23,8.19,9.26,0.00,0.00,0.00
DORCHESTER - BUTTERNUT,2449,392,2041,1715,165,134,0,0,0,70.03,6.74,16.01,5.47,0.00,0.00,0.00
DORCHESTER - CAROLINA,2079,24,2070,1384,439,127,2,0,25,66.57,21.12,1.15,6.11,0.10,0.00,1.20
DORCHESTER - CENTRAL,1529,91,1438,1389,20,0,0,0,0,90.84,1.31,5.95,0.00,0.00,0.00,0.00
DORCHESTER - CENTRAL 2,1799,84,1727,1240,452,0,0,0,3,68.93,25.13,4.67,0.00,0.00,0.00,0.17
DORCHESTER - CLEMSON,1725,130,1540,1502,63,0,0,0,0,87.07,3.65,7.54,0.00,0.00,0.00,0.00
DORCHESTER - CLEMSON 2,3104,226,2921,2185,611,35,15,0,4,70.39,19.68,7.28,1.13,0.48,0.00,0.13
DORCHESTER - CLEMSON 3,2227,82,2138,1480,390,79,0,6,0,66.46,17.51,3.68,3.55,0.00,0.27,0.00
DORCHESTER - COASTAL,1689,112,1578,1025,521,5,0,0,17,60.69,30.85,6.63,0.30,0.00,0.00,1.01
DORCHESTER - COASTAL 2,1586,74,1509,1176,236,84,0,0,0,74.15,14.88,4.67,5.30,0.00,0.00,0.00
DORCHESTER - COASTAL 3,1289,93,1199,931,281,0,0,0,0,72.23,21.80,7.21,0.00,0.00,0.00,0.00
DORCHESTER - COOSAW,3395,352,3055,2234,636,65,0,0,0,65.80,18.73,10.37,1.91,0.00,0.00,0.00
DORCHESTER - COOSAW 2,2912,106,2805,1793,864,141,0,0,0,61.57,29.67,3.64,4.84,0.00,0.00,0.00
DORCHESTER - COOSAW 3,1655,105,1550,1003,462,29,0,0,7,60.60,27.92,6.34,1.75,0.00,0.00,0.42
DORCHESTER - CYPRESS,3496,41,3482,2346,1083,70,0,0,0,67.11,30.98,1.17,2.00,0.00,0.00,0.00
DORCHESTER - CYPRESS 2,1027,15,1006,723,187,18,0,0,0,70.40,18.21,1.46,1.75,0.00,0.00,0.00
DORCHESTER - DELEMARS,544,10,533,420,53,0,0,0,0,77.21,9.74,1.84,0.00,0.00,0.00,0.00
DORCHESTER - DORCHESTER,1719,28,1698,1469,213,0,0,0,11,85.46,12.39,1.63,0.00,0.00,0.00,0.64
DORCHESTER - DORCHESTER 2,865,9,855,839,22,5,0,0,0,96.99,2.54,1.04,0.58,0.00,0.00,0.00
DORCHESTER - FLOWERTOWN,3761,20,3748,3253,449,0,0,0,0,86.49,11.94,0.53,0.00,0.00,0.00,0.00
DORCHESTER - FLOWERTOWN 2,1446,117,1329,959,318,0,0,0,0,66.32,21.99,8.09,0.00,0.00,0.00,0.00
DORCHESTER - FLOWERTOWN 3,2343,92,2245,1658,574,0,0,0,0,70.76,24.50,3.93,0.00,0.00,0.00,0.00
DORCHESTER - FOUR HOLE,1040,17,1022,527,394,0,0,0,0,50.67,37.88,1.63,0.00,0.00,0.00,0.00
DORCHESTER - GERMANTOWN,1494,93,1368,1083,202,0,0,0,10,72.49,13.52,6.22,0.00,0.00,0.00,0.67
DORCHESTER - GIVHANS,1444,11,1433,1057,361,0,15,0,0,73.20,25.00,0.76,0.00,1.04,0.00,0.00
DORCHESTER - GIVHANS 2,1425,8,1418,837,538,0,10,0,0,58.74,37.75,0.56,0.00,0.70,0.00,0.00
DORCHESTER - GREENHURST,1333,41,1292,913,343,0,10,0,0,68.49,25.73,3.08,0.00,0.75,0.00,0.00
DORCHESTER - GREENWAVE,1642,106,1537,1347,175,0,0,0,0,82.03,10.66,6.46,0.00,0.00,0.00,0.00
DORCHESTER - GROVER,968,0,968,579,384,0,0,0,0,59.81,39.67,0.00,0.00,0.00,0.00,0.00
DORCHESTER - HARLEYVILLE,591,1,586,477,114,0,0,0,0,80.71,19.29,0.17,0.00,0.00,0.00,0.00
DORCHESTER - INDIAN FIELD,542,0,541,139,378,0,0,0,0,25.65,69.74,0.00,0.00,0.00,0.00,0.00
DORCHESTER - INDIAN FIELD 2,853,0,853,369,477,0,5,0,6,43.26,55.92,0.00,0.00,0.59,0.00,0.70
DORCHESTER - IRONGATE,510,5,499,470,11,10,0,0,2,92.16,2.16,0.98,1.96,0.00,0.00,0.39
DORCHESTER - IRONGATE 2,507,82,437,249,217,0,0,5,0,49.11,42.80,16.17,0.00,0.00,0.99,0.00
DORCHESTER - IRONGATE 3,459,16,431,333,43,0,0,0,0,72.55,9.37,3.49,0.00,0.00,0.00,0.00
DORCHESTER - KINGS GRANT,1627,75,1551,1078,431,21,0,0,15,66.26,26.49,4.61,1.29,0.00,0.00,0.92
DORCHESTER - KINGS GRANT 2,1846,74,1772,1168,454,107,0,0,0,63.27,24.59,4.01,5.80,0.00,0.00,0.00
DORCHESTER - KNIGHTSVILLE,1654,44,1607,1026,200,14,0,0,0,62.03,12.09,2.66,0.85,0.00,0.00,0.00
DORCHESTER - LINCOLN,2582,150,2392,1283,922,0,35,0,0,49.69,35.71,5.81,0.00,1.36,0.00,0.00
DORCHESTER - MILESJAMISON,1824,113,1711,1479,144,68,20,0,0,81.09,7.89,6.20,3.73,1.10,0.00,0.00
DORCHESTER - NEWINGTON,846,45,804,769,20,0,0,0,0,90.90,2.36,5.32,0.00,0.00,0.00,0.00
DORCHESTER - NEWINGTON 2,637,32,601,563,21,0,0,0,0,88.38,3.30,5.02,0.00,0.00,0.00,0.00
DORCHESTER - NORTH SUMMERVILLE,430,10,419,353,32,6,0,0,0,82.09,7.44,2.33,1.40,0.00,0.00,0.00
DORCHESTER - NORTH SUMMERVILLE 2,1159,43,1112,548,508,0,7,14,0,47.28,43.83,3.71,0.00,0.60,1.21,0.00
DORCHESTER - OAKBROOK,4283,446,3811,2134,1180,235,4,0,3,49.82,27.55,10.41,5.49,0.09,0.00,0.07
DORCHESTER - OAKBROOK 2,1311,26,1300,738,248,154,7,0,7,56.29,18.92,1.98,11.75,0.53,0.00,0.53
DORCHESTER - PATRIOT,2468,104,2416,1286,1187,9,0,0,28,52.11,48.10,4.21,0.36,0.00,0.00,1.13
DORCHESTER - REEVESVILLE,965,0,966,591,373,0,0,0,0,61.24,38.65,0.00,0.00,0.00,0.00,0.00
DORCHESTER - RIDGEVILLE,911,81,819,519,180,7,96,0,0,56.97,19.76,8.89,0.77,10.54,0.00,0.00
DORCHESTER - RIDGEVILLE 2,1825,76,1759,597,1052,15,19,0,0,32.71,57.64,4.16,0.82,1.04,0.00,0.00
DORCHESTER - ROSINVILLE,1682,0,1687,673,992,0,0,0,0,40.01,58.98,0.00,0.00,0.00,0.00,0.00
DORCHESTER - ROSSES,1016,67,949,710,239,0,0,0,0,69.88,23.52,6.59,0.00,0.00,0.00,0.00
DORCHESTER - SAUL DAM,1092,18,1074,985,121,3,3,0,0,90.20,11.08,1.65,0.27,0.27,0.00,0.00
DORCHESTER - SAWMILL BRANCH,1966,100,1866,1673,179,12,0,0,0,85.10,9.10,5.09,0.61,0.00,0.00,0.00
DORCHESTER - SPANN,1248,61,1187,1080,53,0,11,0,16,86.54,4.25,4.89,0.00,0.88,0.00,1.28
DORCHESTER - ST. GEORGE NO. 1,1634,0,1636,582,1011,0,0,0,0,35.62,61.87,0.00,0.00,0.00,0.00,0.00
DORCHESTER - ST. GEORGE NO. 2,778,0,776,419,362,0,2,0,9,53.86,46.53,0.00,0.00,0.26,0.00,1.16
DORCHESTER - STALLSVILLE,533,0,538,496,37,2,0,0,0,93.06,6.94,0.00,0.38,0.00,0.00,0.00
DORCHESTER - TRANQUIL,755,65,691,404,271,10,0,0,0,53.51,35.89,8.61,1.32,0.00,0.00,0.00
DORCHESTER - TRANQUIL 2,1485,84,1401,883,468,38,0,0,0,59.46,31.52,5.66,2.56,0.00,0.00,0.00
DORCHESTER - TRANQUIL 3,1788,153,1635,775,727,102,0,0,0,43.34,40.66,8.56,5.70,0.00,0.00,0.00
DORCHESTER - TROLLEY,1524,74,1449,788,321,0,0,0,0,51.71,21.06,4.86,0.00,0.00,0.00,0.00
DORCHESTER - TUPPERWAY,790,181,630,530,60,1,0,0,6,67.09,7.59,22.91,0.13,0.00,0.00,0.76
DORCHESTER - TUPPERWAY 2,1049,7,1042,598,323,52,0,0,0,57.01,30.79,0.67,4.96,0.00,0.00,0.00
DORCHESTER - WINDSOR,945,0,925,623,286,26,0,0,0,65.93,30.26,0.00,2.75,0.00,0.00,0.00
DORCHESTER - WINDSOR 2,877,0,885,612,147,53,10,0,0,69.78,16.76,0.00,6.04,1.14,0.00,0.00
EDGEFIELD - BRUNSON,816,0,816,326,490,0,0,0,0,39.95,60.05,0.00,0.00,0.00,0.00,0.00
EDGEFIELD - EDGEFIELD NO. 1,1085,0,1082,560,564,0,0,0,0,51.61,51.98,0.00,0.00,0.00,0.00,0.00
EDGEFIELD - EDGEFIELD NO. 2,3242,148,3093,1282,1746,15,18,0,7,39.54,53.86,4.57,0.46,0.56,0.00,0.22
EDGEFIELD - HARMONY,1412,0,1407,967,370,0,0,0,14,68.48,26.20,0.00,0.00,0.00,0.00,0.99
EDGEFIELD - JOHNSTON NO. 1,1533,55,1477,576,874,0,4,0,0,37.57,57.01,3.59,0.00,0.26,0.00,0.00
EDGEFIELD - JOHNSTON NO. 2,1303,0,1312,607,700,0,0,0,8,46.58,53.72,0.00,0.00,0.00,0.00,0.61
EDGEFIELD - MERRIWETHER NO. 1,2983,72,2907,2526,193,51,0,0,0,84.68,6.47,2.41,1.71,0.00,0.00,0.00
EDGEFIELD - MERRIWETHER NO. 2,3573,18,3562,3305,201,4,0,0,0,92.50,5.63,0.50,0.11,0.00,0.00,0.00
EDGEFIELD - NORTH SIDE,338,0,338,156,182,0,0,0,0,46.15,53.85,0.00,0.00,0.00,0.00,0.00
EDGEFIELD - TRENTON,1679,45,1636,825,691,0,0,0,0,49.14,41.16,2.68,0.00,0.00,0.00,0.00
EDGEFIELD - TRENTON 2,2989,484,2505,1104,1067,0,0,0,0,36.94,35.70,16.19,0.00,0.00,0.00,0.00
EDGEFIELD - WESTSIDE,1092,35,1053,1009,10,0,0,0,0,92.40,0.92,3.21,0.00,0.00,0.00,0.00
FAIRFIELD - BLACKSTOCK,74,0,76,30,43,0,0,0,0,40.54,58.11,0.00,0.00,0.00,0.00,0.00
FAIRFIELD - BLAIRS,587,6,583,61,524,0,0,0,0,10.39,89.27,1.02,0.00,0.00,0.00,0.00
FAIRFIELD - CENTERVILLE,364,0,356,204,86,0,0,0,0,56.04,23.63,0.00,0.00,0.00,0.00,0.00
FAIRFIELD - DUTCHMAN CREEK,1406,15,1391,1229,125,0,0,0,0,87.41,8.89,1.07,0.00,0.00,0.00,0.00
FAIRFIELD - FEASTERVILLE,433,0,431,78,342,0,0,0,0,18.01,78.98,0.00,0.00,0.00,0.00,0.00
FAIRFIELD - GLADDEN GROVE,64,0,61,50,16,0,0,0,0,78.12,25.00,0.00,0.00,0.00,0.00,0.00
FAIRFIELD - GREENBRIER,2002,5,1999,602,1380,17,0,0,4,30.07,68.93,0.25,0.85,0.00,0.00,0.20
FAIRFIELD - HICKORY RIDGE,702,0,702,438,259,0,0,0,0,62.39,36.89,0.00,0.00,0.00,0.00,0.00
FAIRFIELD - HOREB-GLENN,358,0,358,58,279,0,0,0,0,16.20,77.93,0.00,0.00,0.00,0.00,0.00
FAIRFIELD - JENKINSVILLE,504,0,502,106,366,0,0,0,0,21.03,72.62,0.00,0.00,0.00,0.00,0.00
FAIRFIELD - LEBANON,670,17,652,481,204,0,0,0,0,71.79,30.45,2.54,0.00,0.00,0.00,0.00
FAIRFIELD - MITFORD,864,0,862,513,250,0,0,0,0,59.38,28.94,0.00,0.00,0.00,0.00,0.00
FAIRFIELD - MONTICELLO,356,0,358,76,272,0,0,0,0,21.35,76.40,0.00,0.00,0.00,0.00,0.00
FAIRFIELD - NEW HOPE,62,0,63,36,29,0,0,0,0,58.06,46.77,0.00,0.00,0.00,0.00,0.00
FAIRFIELD - RIDGEWAY,2944,148,2805,1229,1585,0,0,0,0,41.75,53.84,5.03,0.00,0.00,0.00,0.00
FAIRFIELD - SIMPSON,966,111,853,275,559,0,0,0,0,28.47,57.87,11.49,0.00,0.00,0.00,0.00
FAIRFIELD - SOUTH WINNSBORO,538,7,532,66,473,0,0,0,0,12.27,87.92,1.30,0.00,0.00,0.00,0.00
FAIRFIELD - WHITE OAK,205,0,207,66,136,0,0,0,0,32.20,66.34,0.00,0.00,0.00,0.00,0.00
FAIRFIELD - WINNSBORO MILLS,1259,0,1256,478,762,0,0,0,5,37.97,60.52,0.00,0.00,0.00,0.00,0.40
FAIRFIELD - WINNSBORO NO. 1,1484,34,1456,339,1103,0,0,0,0,22.84,74.33,2.29,0.00,0.00,0.00,0.00
FAIRFIELD - WINNSBORO NO. 2,881,11,867,588,241,0,0,0,0,66.74,27.36,1.25,0.00,0.00,0.00,0.00
FAIRFIELD - WOODWARD,122,0,121,40,78,0,0,0,0,32.79,63.93,0.00,0.00,0.00,0.00,0.00
FLORENCE - BACK SWAMP,435,19,416,301,101,8,0,0,0,69.20,23.22,4.37,1.84,0.00,0.00,0.00
FLORENCE - BROOKGREEN,1033,4,1034,296,738,0,10,0,0,28.65,71.44,0.39,0.00,0.97,0.00,0.00
FLORENCE - CARTERSVILLE,614,0,614,399,215,0,0,0,0,64.98,35.02,0.00,0.00,0.00,0.00,0.00
FLORENCE - CLAUSSEN,1697,10,1689,997,626,0,0,0,0,58.75,36.89,0.59,0.00,0.00,0.00,0.00
FLORENCE - COLES CROSSROADS,3218,64,3155,1973,1062,36,0,0,0,61.31,33.00,1.99,1.12,0.00,0.00,0.00
FLORENCE - COWARD 1,1040,46,990,838,156,0,0,0,0,80.58,15.00,4.42,0.00,0.00,0.00,0.00
FLORENCE - COWARD 2,1149,0,1145,841,312,0,5,0,0,73.19,27.15,0.00,0.00,0.44,0.00,0.00
FLORENCE - DELMAE 1,2681,62,2633,1237,1342,59,0,6,0,46.14,50.06,2.31,2.20,0.00,0.22,0.00
FLORENCE - DELMAE 2,1703,118,1557,951,461,49,0,0,0,55.84,27.07,6.93,2.88,0.00,0.00,0.00
FLORENCE - EBENEZER 1,3562,63,3501,3096,264,75,0,0,0,86.92,7.41,1.77,2.11,0.00,0.00,0.00
FLORENCE - EBENEZER 2,3268,89,3181,2008,1080,115,0,0,0,61.44,33.05,2.72,3.52,0.00,0.00,0.00
FLORENCE - EBENEZER 3,2020,1,2006,1469,383,141,0,0,0,72.72,18.96,0.05,6.98,0.00,0.00,0.00
FLORENCE - EFFINGHAM,1600,6,1595,932,646,6,0,0,0,58.25,40.38,0.38,0.38,0.00,0.00,0.00
FLORENCE - ELIM-GLENWOOD,2005,20,1983,1456,468,0,0,0,4,72.62,23.34,1.00,0.00,0.00,0.00,0.20
FLORENCE - EVERGREEN,1470,0,1470,1143,308,0,6,0,0,77.76,20.95,0.00,0.00,0.41,0.00,0.00
FLORENCE - FLORENCE WARD 1,1269,0,1268,117,1145,0,0,0,0,9.22,90.23,0.00,0.00,0.00,0.00,0.00
FLORENCE - FLORENCE WARD 10,739,3,736,10,718,0,4,0,0,1.35,97.16,0.41,0.00,0.54,0.00,0.00
FLORENCE - FLORENCE WARD 11,885,0,882,496,360,0,0,0,0,56.05,40.68,0.00,0.00,0.00,0.00,0.00
FLORENCE - FLORENCE WARD 12,2770,110,2667,1680,859,41,0,0,0,60.65,31.01,3.97,1.48,0.00,0.00,0.00
FLORENCE - FLORENCE WARD 14,1668,111,1562,1205,331,22,0,0,0,72.24,19.84,6.65,1.32,0.00,0.00,0.00
FLORENCE - FLORENCE WARD 15,595,0,596,169,448,0,0,0,0,28.40,75.29,0.00,0.00,0.00,0.00,0.00
FLORENCE - FLORENCE WARD 2,1956,36,1920,263,1634,0,0,0,0,13.45,83.54,1.84,0.00,0.00,0.00,0.00
FLORENCE - FLORENCE WARD 3,1636,8,1627,85,1538,0,0,0,0,5.20,94.01,0.49,0.00,0.00,0.00,0.00
FLORENCE - FLORENCE WARD 4,887,20,867,625,234,0,0,0,0,70.46,26.38,2.25,0.00,0.00,0.00,0.00
FLORENCE - FLORENCE WARD 5,1013,5,1007,379,639,0,0,0,0,37.41,63.08,0.49,0.00,0.00,0.00,0.00
FLORENCE - FLORENCE WARD 6,833,104,729,485,140,0,0,0,0,58.22,16.81,12.48,0.00,0.00,0.00,0.00
FLORENCE - FLORENCE WARD 7,1821,100,1717,1169,603,5,0,0,0,64.20,33.11,5.49,0.27,0.00,0.00,0.00
FLORENCE - FLORENCE WARD 8,2436,94,2342,2163,121,0,34,0,0,88.79,4.97,3.86,0.00,1.40,0.00,0.00
FLORENCE - FLORENCE WARD 9,1801,0,1803,25,1731,0,0,0,0,1.39,96.11,0.00,0.00,0.00,0.00,0.00
FLORENCE - FRIENDFIELD,711,1,718,493,159,0,0,0,0,69.34,22.36,0.14,0.00,0.00,0.00,0.00
FLORENCE - GILBERT,2920,70,2847,830,1909,0,0,8,4,28.42,65.38,2.40,0.00,0.00,0.27,0.14
FLORENCE - GREENWOOD,2281,19,2266,1236,1072,0,0,0,0,54.19,47.00,0.83,0.00,0.00,0.00,0.00
FLORENCE - HANNAH,820,0,822,692,118,0,0,0,0,84.39,14.39,0.00,0.00,0.00,0.00,0.00
FLORENCE - HIGH HILL,505,43,469,374,87,0,0,0,0,74.06,17.23,8.51,0.00,0.00,0.00,0.00
FLORENCE - JOHNSONVILLE,2008,0,2008,1493,490,0,0,0,0,74.35,24.40,0.00,0.00,0.00,0.00,0.00
FLORENCE - KINGSBURG-STONE,1206,0,1203,580,579,0,0,0,0,48.09,48.01,0.00,0.00,0.00,0.00,0.00
FLORENCE - LAKE CITY NO. 1,1572,0,1572,291,1024,0,0,0,0,18.51,65.14,0.00,0.00,0.00,0.00,0.00
FLORENCE - LAKE CITY NO. 2,1558,17,1539,947,574,0,0,0,0,60.78,36.84,1.09,0.00,0.00,0.00,0.00
FLORENCE - LAKE CITY NO. 3,1933,0,1944,850,1053,0,0,0,0,43.97,54.47,0.00,0.00,0.00,0.00,0.00
FLORENCE - LAKE CITY NO. 4,1967,0,1960,75,1816,0,0,0,5,3.81,92.32,0.00,0.00,0.00,0.00,0.25
FLORENCE - LEO,488,0,488,208,312,0,45,0,0,42.62,63.93,0.00,0.00,9.22,0.00,0.00
FLORENCE - MARS BLUFF NO. 1,4259,428,3827,1956,1792,34,0,21,10,45.93,42.08,10.05,0.80,0.00,0.49,0.23
FLORENCE - MARS BLUFF NO. 2,1898,9,1886,1526,355,7,0,3,15,80.40,18.70,0.47,0.37,0.00,0.16,0.79
FLORENCE - MCALLISTER MILL,1005,0,1006,620,359,0,5,0,0,61.69,35.72,0.00,0.00,0.50,0.00,0.00
FLORENCE - MILL BRANCH,756,0,756,401,292,0,0,0,0,53.04,38.62,0.00,0.00,0.00,0.00,0.00
FLORENCE - OAK GROVE-SARDIS,1341,2,1339,1009,326,4,0,0,0,75.24,24.31,0.15,0.30,0.00,0.00,0.00
FLORENCE - OLANTA,1425,0,1425,777,583,31,5,0,0,54.53,40.91,0.00,2.18,0.35,0.00,0.00
FLORENCE - PAMPLICO NO. 1,1316,9,1301,911,354,7,0,0,0,69.22,26.90,0.68,0.53,0.00,0.00,0.00
FLORENCE - PAMPLICO NO. 2,516,0,515,117,394,0,0,0,0,22.67,76.36,0.00,0.00,0.00,0.00,0.00
FLORENCE - PROSPECT,520,6,516,382,19,0,3,0,0,73.46,3.65,1.15,0.00,0.58,0.00,0.00
FLORENCE - QUINBY,1078,9,1074,309,748,0,0,0,0,28.66,69.39,0.83,0.00,0.00,0.00,0.00
FLORENCE - SALEM,613,0,614,588,19,0,0,0,0,95.92,3.10,0.00,0.00,0.00,0.00,0.00
FLORENCE - SAVANNAH GROVE,3811,33,3793,2375,1281,73,0,0,0,62.32,33.61,0.87,1.92,0.00,0.00,0.00
FLORENCE - SCRANTON,1089,0,1086,479,608,6,1,0,0,43.99,55.83,0.00,0.55,0.09,0.00,0.00
FLORENCE - SOUTH FLORENCE 1,2735,156,2584,1527,1011,57,0,0,0,55.83,36.97,5.70,2.08,0.00,0.00,0.00
FLORENCE - SOUTH FLORENCE 2,2504,112,2392,400,1785,0,0,0,10,15.97,71.29,4.47,0.00,0.00,0.00,0.40
FLORENCE - SPAULDING,999,10,988,46,895,0,0,0,0,4.60,89.59,1.00,0.00,0.00,0.00,0.00
FLORENCE - TANS BAY,1784,60,1722,1044,649,0,8,0,3,58.52,36.38,3.36,0.00,0.45,0.00,0.17
FLORENCE - TIMMONSVILLE 1,1700,21,1681,359,1314,0,0,0,0,21.12,77.29,1.24,0.00,0.00,0.00,0.00
FLORENCE - TIMMONSVILLE 2,1431,40,1387,771,638,0,0,0,0,53.88,44.58,2.80,0.00,0.00,0.00,0.00
FLORENCE - VOX,603,4,597,410,198,0,21,0,0,67.99,32.84,0.66,0.00,3.48,0.00,0.00
FLORENCE - WEST FLORENCE 1,4354,90,4261,2844,1181,174,0,0,31,65.32,27.12,2.07,4.00,0.00,0.00,0.71
FLORENCE - WEST FLORENCE 2,1448,18,1430,936,407,95,0,0,0,64.64,28.11,1.24,6.56,0.00,0.00,0.00
GEORGETOWN - ANDREWS,2163,0,2172,538,1693,0,0,0,0,24.87,78.27,0.00,0.00,0.00,0.00,0.00
GEORGETOWN - ANDREWS OUTSIDE,1240,0,1226,496,608,0,0,0,0,40.00,49.03,0.00,0.00,0.00,0.00,0.00
GEORGETOWN - BETHEL,1245,0,1257,1187,57,0,0,0,0,95.34,4.58,0.00,0.00,0.00,0.00,0.00
GEORGETOWN - BLACK RIVER,1780,40,1735,1438,293,0,0,0,0,80.79,16.46,2.25,0.00,0.00,0.00,0.00
GEORGETOWN - BROWNS FERRY,1675,1,1677,360,1334,0,0,0,0,21.49,79.64,0.06,0.00,0.00,0.00,0.00
GEORGETOWN - CARVERS BAY,323,0,318,214,78,0,0,0,0,66.25,24.15,0.00,0.00,0.00,0.00,0.00
GEORGETOWN - CHOPPEE,996,0,1001,474,483,0,0,0,0,47.59,48.49,0.00,0.00,0.00,0.00,0.00
GEORGETOWN - DREAMKEEPERS,906,16,891,197,682,0,0,0,0,21.74,75.28,1.77,0.00,0.00,0.00,0.00
GEORGETOWN - FOLLY GROVE,1322,0,1322,1329,127,0,0,0,0,100.53,9.61,0.00,0.00,0.00,0.00,0.00
GEORGETOWN - GEORGETOWN NO. 1,896,0,896,720,176,0,0,0,0,80.36,19.64,0.00,0.00,0.00,0.00,0.00
GEORGETOWN - GEORGETOWN NO. 3,1812,35,1776,220,1563,0,0,0,7,12.14,86.26,1.93,0.00,0.00,0.00,0.39
GEORGETOWN - GEORGETOWN NO. 4,593,0,605,321,356,0,0,0,0,54.13,60.03,0.00,0.00,0.00,0.00,0.00
GEORGETOWN - GEORGETOWN NO. 5,2269,7,2305,1629,680,8,0,0,0,71.79,29.97,0.31,0.35,0.00,0.00,0.00
GEORGETOWN - KENSINGTON,1458,6,1441,826,427,0,0,0,0,56.65,29.29,0.41,0.00,0.00,0.00,0.00
