year,contest_type,county,source_result_key,target_polygon_key,score,status,confidence,notes
2008,president,,Horry - Sea Oats #1,Horry - Sea Oats #1,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Horry - Sea Oats #2,Horry - Sea Oats #2,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Horry - Sea Winds,Horry - Sea Winds,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Horry - Shell,Horry - Shell,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Horry - Socastee #1,Horry - Socastee #1,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Horry - Socastee #2,Horry - Socastee #2,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Horry - Socastee #3,Horry - Socastee #3,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Horry - Socastee #4,Horry - Socastee #4,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Horry - Surfside #1,Horry - Surfside #1,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Horry - Surfside #2,Horry - Surfside #2,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Horry - Surfside #3,Horry - Surfside #3,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Horry - Surfside #4,Horry - Surfside #4,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Horry - Sweet Home,Horry - Sweet Home,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Horry - Tilly Swamp,Horry - Tilly Swamp,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Horry - Toddville,Horry - Toddville,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Horry - Wampee,Horry - Wampee,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Horry - West Conway,Horry - West Conway,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Horry - West Loris,Horry - West Loris,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Horry - White Oak,Horry - White Oak,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Horry - Wild Wing,Horry - Wild Wing,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Horry - Windy Hill #1,Horry - Windy Hill #1,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Horry - Windy Hill #2,Horry - Windy Hill #2,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Jasper - Coosawhatchie,Jasper - Coosawhatchie,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Jasper - Gillisonville,Jasper - Gillisonville,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Jasper - Grahamville 1,Jasper - Grahamville 1,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Jasper - Grahamville 2,Jasper - Grahamville 2,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Jasper - Grays,Jasper - Grays,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Jasper - Hardeeville 1,Jasper - Hardeeville 1,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Jasper - Hardeeville 2,Jasper - Hardeeville 2,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Jasper - Levy,Jasper - Levy,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Jasper - Pineland,Jasper - Pineland,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Jasper - Ridgeland 1,Jasper - Ridgeland 1,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Jasper - Ridgeland 2,Jasper - Ridgeland 2,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Jasper - Ridgeland 3,Jasper - Ridgeland 3,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Jasper - Tillman,Jasper - Tillman,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Kershaw - Airport,Kershaw - Airport,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Kershaw - Antioch,Kershaw - Antioch,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Kershaw - Bethune,Kershaw - Bethune,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Kershaw - Buffalo,Kershaw - Buffalo,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Kershaw - Camden No. 1,Kershaw - Camden No. 1,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Kershaw - Camden No. 5,Kershaw - Camden No. 5,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Kershaw - Camden No. 5-A,Kershaw - Camden No. 5-A,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Kershaw - Camden No. 6,Kershaw - Camden No. 6,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Kershaw - Cassatt,Kershaw - Cassatt,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Kershaw - Charlotte Thompson,Kershaw - Charlotte Thompson,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Kershaw - Dobys Mill,Kershaw - Dobys Mill,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Kershaw - Elgin No. 1,Kershaw - Elgin No. 1,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Kershaw - Elgin No. 2,Kershaw - Elgin No. 2,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Kershaw - Elgin No. 3,Kershaw - Elgin No. 3,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Kershaw - Elgin No. 4,Kershaw - Elgin No. 4,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Kershaw - Elgin No. 5,Kershaw - Elgin No. 5,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Kershaw - Emergency,Kershaw - Emergency,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Kershaw - Gates Ford,Kershaw - Gates Ford,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Kershaw - Liberty Hill,Kershaw - Liberty Hill,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Kershaw - Lugoff No. 1,Kershaw - Lugoff No. 1,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Kershaw - Lugoff No. 2,Kershaw - Lugoff No. 2,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Kershaw - Lugoff No. 3,Kershaw - Lugoff No. 3,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Kershaw - Lugoff No. 4,Kershaw - Lugoff No. 4,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Kershaw - Malvern Hill,Kershaw - Malvern Hill,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Kershaw - Rabons X Roads,Kershaw - Rabons X Roads,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Kershaw - Riverdale,Kershaw - Riverdale,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Kershaw - Salt Pond,Kershaw - Salt Pond,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Kershaw - Shaylors Hill,Kershaw - Shaylors Hill,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Kershaw - Springdale,Kershaw - Springdale,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Kershaw - Westville,Kershaw - Westville,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Kershaw - Whites Gardens,Kershaw - Whites Gardens,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lancaster - Antioch,Lancaster - Antioch,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lancaster - Camp Creek,Lancaster - Camp Creek,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lancaster - Carmel,Lancaster - Carmel,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lancaster - Chesterfield Ave,Lancaster - Chesterfield Ave,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lancaster - Douglas,Lancaster - Douglas,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lancaster - Dwight,Lancaster - Dwight,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lancaster - Elgin,Lancaster - Elgin,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lancaster - Erwin Farm,Lancaster - Erwin Farm,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lancaster - Heath Springs,Lancaster - Heath Springs,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lancaster - Hyde Park,Lancaster - Hyde Park,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lancaster - Jacksonham,Lancaster - Jacksonham,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lancaster - Kershaw North,Lancaster - Kershaw North,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lancaster - Kershaw South,Lancaster - Kershaw South,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lancaster - Lancaster East,Lancaster - Lancaster East,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lancaster - Lancaster West,Lancaster - Lancaster West,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lancaster - Lynwood Drive,Lancaster - Lynwood Drive,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lancaster - Midway,Lancaster - Midway,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lancaster - Pleasant Hill,Lancaster - Pleasant Hill,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lancaster - Pleasant Valley,Lancaster - Pleasant Valley,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lancaster - Pleasant Valley Ii,Lancaster - Pleasant Valley Ii,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lancaster - Rich Hill,Lancaster - Rich Hill,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lancaster - Riverside,Lancaster - Riverside,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lancaster - Spring Hill,Lancaster - Spring Hill,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lancaster - Unity,Lancaster - Unity,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lancaster - Van Wyck,Lancaster - Van Wyck,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Laurens - Bailey,Laurens - Bailey,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Laurens - Clinton Mill,Laurens - Clinton Mill,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Laurens - Cooks,Laurens - Cooks,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Laurens - Cross Hill,Laurens - Cross Hill,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Laurens - Ekom,Laurens - Ekom,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Laurens - Gray Court,Laurens - Gray Court,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Laurens - Greenpond,Laurens - Greenpond,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Laurens - Hickory Tavern,Laurens - Hickory Tavern,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Laurens - Joanna,Laurens - Joanna,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Laurens - Jones,Laurens - Jones,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Laurens - Long Branch,Laurens - Long Branch,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Laurens - Lydia Mill,Laurens - Lydia Mill,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Laurens - Maddens,Laurens - Maddens,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Laurens - Mountville,Laurens - Mountville,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Laurens - Ora-Lanford,Laurens - Ora-Lanford,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Laurens - Owings,Laurens - Owings,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Laurens - Trinity Ridge,Laurens - Trinity Ridge,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Laurens - Waterloo,Laurens - Waterloo,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Laurens - Wattsville,Laurens - Wattsville,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Laurens - Youngs,Laurens - Youngs,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lee - Ashland/Stokes Bridge,Lee - Ashland/Stokes Bridge,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lee - Ashwood,Lee - Ashwood,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lee - Cedar Creek,Lee - Cedar Creek,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lee - Cypress,Lee - Cypress,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lee - Hickory Hill,Lee - Hickory Hill,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lee - Ionia,Lee - Ionia,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lee - Lynchburg,Lee - Lynchburg,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lee - Manville,Lee - Manville,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lee - Rattlesnake Springs,Lee - Rattlesnake Springs,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lee - Schrocks Mill/Lucknow,Lee - Schrocks Mill/Lucknow,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lee - Spring Hill,Lee - Spring Hill,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lee - Turkey Creek,Lee - Turkey Creek,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lee - Woodrow,Lee - Woodrow,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lexington - Amicks Ferry,Lexington - Amicks Ferry,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lexington - Batesburg,Lexington - Batesburg,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lexington - Bethany,Lexington - Bethany,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lexington - Beulah Church,Lexington - Beulah Church,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lexington - Boiling Springs,Lexington - Boiling Springs,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lexington - Boiling Springs South,Lexington - Boiling Springs South,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lexington - Bush River,Lexington - Bush River,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lexington - Cayce 2A,Lexington - Cayce 2A,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lexington - Chalk Hill,Lexington - Chalk Hill,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lexington - Challedon,Lexington - Challedon,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lexington - Chapin,Lexington - Chapin,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lexington - Coldstream,Lexington - Coldstream,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lexington - Congaree #1,Lexington - Congaree #1,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lexington - Congaree #2,Lexington - Congaree #2,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lexington - Cromer,Lexington - Cromer,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lexington - Dreher Island,Lexington - Dreher Island,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lexington - Dutchman Shores,Lexington - Dutchman Shores,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lexington - Edenwood,Lexington - Edenwood,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lexington - Emmanuel Church,Lexington - Emmanuel Church,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lexington - Fairview,Lexington - Fairview,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lexington - Faith Church,Lexington - Faith Church,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lexington - Gardendale,Lexington - Gardendale,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lexington - Gaston #1,Lexington - Gaston #1,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lexington - Gaston #2,Lexington - Gaston #2,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lexington - Gilbert,Lexington - Gilbert,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lexington - Grenadier,Lexington - Grenadier,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lexington - Hollow Creek,Lexington - Hollow Creek,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lexington - Hooks Store,Lexington - Hooks Store,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lexington - Irmo,Lexington - Irmo,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lexington - Kitti Wake,Lexington - Kitti Wake,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lexington - Lake Murray #1,Lexington - Lake Murray #1,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lexington - Lake Murray #2,Lexington - Lake Murray #2,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lexington - Leaphart Road,Lexington - Leaphart Road,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lexington - Leesville,Lexington - Leesville,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lexington - Lincreek,Lexington - Lincreek,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lexington - Midway,Lexington - Midway,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lexington - Mims,Lexington - Mims,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lexington - Mount Horeb,Lexington - Mount Horeb,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lexington - Murraywood,Lexington - Murraywood,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lexington - Oakwood,Lexington - Oakwood,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lexington - Old Lexington,Lexington - Old Lexington,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lexington - Pelion #1,Lexington - Pelion #1,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lexington - Pelion #2,Lexington - Pelion #2,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lexington - Pineview,Lexington - Pineview,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lexington - Pond Branch,Lexington - Pond Branch,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lexington - Providence Church,Lexington - Providence Church,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lexington - Quail Hollow,Lexington - Quail Hollow,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lexington - Quail Valley,Lexington - Quail Valley,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lexington - Red Bank,Lexington - Red Bank,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lexington - Ridge Road,Lexington - Ridge Road,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lexington - Round Hill,Lexington - Round Hill,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lexington - Saluda River,Lexington - Saluda River,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lexington - Sandy Run,Lexington - Sandy Run,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lexington - Seven Oaks,Lexington - Seven Oaks,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lexington - Sharpes Hill,Lexington - Sharpes Hill,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lexington - Springdale,Lexington - Springdale,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lexington - Springdale South,Lexington - Springdale South,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lexington - Summit,Lexington - Summit,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lexington - Swansea #1,Lexington - Swansea #1,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lexington - Swansea #2,Lexington - Swansea #2,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lexington - Westover,Lexington - Westover,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lexington - White Knoll,Lexington - White Knoll,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lexington - Whitehall,Lexington - Whitehall,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Lexington - Woodland Hills,Lexington - Woodland Hills,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Marion - Brittons Neck,Marion - Brittons Neck,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Marion - Centenary,Marion - Centenary,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Marion - Emergency,Marion - Emergency,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Marion - Friendship,Marion - Friendship,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Marion - Marion No. 1,Marion - Marion No. 1,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Marion - Marion No. 2,Marion - Marion No. 2,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Marion - Marion North,Marion - Marion North,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Marion - Marion South,Marion - Marion South,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Marion - Marion West,Marion - Marion West,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Marion - Nichols,Marion - Nichols,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Marion - Northeast Mullins,Marion - Northeast Mullins,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Marion - Northwest Mullins,Marion - Northwest Mullins,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Marion - Rains,Marion - Rains,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Marion - Sellers,Marion - Sellers,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Marion - Southeast Mullins,Marion - Southeast Mullins,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Marion - Southwest Mullins,Marion - Southwest Mullins,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Marion - Temperance,Marion - Temperance,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Marion - Zion,Marion - Zion,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Marlboro - Adamsville,Marlboro - Adamsville,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Marlboro - Blenheim,Marlboro - Blenheim,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Marlboro - Brightsville,Marlboro - Brightsville,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Marlboro - Brownsville,Marlboro - Brownsville,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Marlboro - Clio,Marlboro - Clio,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Marlboro - East Mccoll,Marlboro - East Mccoll,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Marlboro - Emergency,Marlboro - Emergency,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Marlboro - Mccoll,Marlboro - Mccoll,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Marlboro - Quicks X Roads,Marlboro - Quicks X Roads,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Marlboro - Tatum,Marlboro - Tatum,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Marlboro - Wallace,Marlboro - Wallace,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Mccormick - Bethany,Mccormick - Bethany,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Mccormick - Clarks Hill,Mccormick - Clarks Hill,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Mccormick - Mccormick No. 1,Mccormick - Mccormick No. 1,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Mccormick - Mccormick No. 2,Mccormick - Mccormick No. 2,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Mccormick - Modoc,Mccormick - Modoc,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Mccormick - Parksville,Mccormick - Parksville,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Mccormick - Plum Branch,Mccormick - Plum Branch,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Mccormick - Savannah,Mccormick - Savannah,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Mccormick - Willington,Mccormick - Willington,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Newberry - Bush River,Newberry - Bush River,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Newberry - Chappells,Newberry - Chappells,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Newberry - Emergency,Newberry - Emergency,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Newberry - Fairview,Newberry - Fairview,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Newberry - Hartford,Newberry - Hartford,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Newberry - Helena,Newberry - Helena,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Newberry - Johnstone,Newberry - Johnstone,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Newberry - Little Mountain,Newberry - Little Mountain,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Newberry - Maybinton,Newberry - Maybinton,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Newberry - Newberry Ward 1,Newberry - Newberry Ward 1,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
2008,president,,Newberry - Newberry Ward 2,Newberry - Newberry Ward 2,1.0000,approved,high,autogen_identity_from_results_and_contest_slice
